EXTRACTION_RULE,FILE_NAME,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEF,PLAIN_TEXT_TERM
definition + emph{},1603.07588#paper.tex,,FALSE,"[Projection]
  Suppose that P is an H-path with endpoints s, t∈ V(H). The
  projection of P, denoted by π(P), is defined to be the unique
  path of length at most l between s and t in H.

  Let C ⊆ G be a cycle in G that intersects H in at least two
  vertices. We define the projection π(C) of C as follows. Let C =
  P_1∪…∪ P_m be a decomposition of C into distinct H-paths.
  Then we define the projection of C to be the multigraph π(C) =
  π(P_1)∪…∪π(P_m).

  If P is a path in G with distinct endpoints in H (not necessarily an
  H-path), then we define the projection analogously: let P= P_1∪…∪ P_m
  be a decomposition into  H-paths and define π(P) = π(P_1)∪…∪π(P_m).",projection
definition + emph{},1401.3294#1401.3294.tex,incidence structure,TRUE,"A projective plane is a point-line incidence structure with the following three properties:


  (P1) Every two different points are contained in a unique line.

  (P2) Every two different lines intersect in exactly
one point.

  (P3) There are four points with the property that no three of them are
contained in a single line.
",projective plane
definition + textit{},1310.0196#1310.0196.tex,,FALSE,"A projective plane π=(𝒫,ℒ,ℐ) is a collection of points 𝒫 and lines ℒ, paired with a symmetric incidence relation ℐ⊆ (𝒫×ℒ) ∪ (ℒ×𝒫) such that: 

(a) For every P_1,P_2 ∈𝒫, there  exists a unique ℓ∈ℒ such that P_1 ℐℓ and P_2 ℐℓ. 

(b)  Every line is incident with at least three points. 

(c)  For every  ℓ_1, ℓ_2 ∈ℒ, there  exists a unique P ∈𝒫 such that ℓ_1 ℐP and ℓ_2 ℐP. 

(d)  There exists four points in 𝒫, no three of which are all incident with a common line in ℒ.",projective plane
definition + emph{},1108.1172#5.5.12proequalsrow.tex,,FALSE,"
	Let ℒ be a linear extension of a poset 𝒫 and let ρ_i act on ℒ by switching i and i+1 if they are not the labels of two elements with a covering relation.  We define the promotion of ℒ to be (ℒ) = ρ_n-1ρ_n-2⋯ρ_1 (ℒ).",promotion
definition + emph{},1308.0546#homomesy.tex,,FALSE,"
Let T∈_k(λ).  The promotion (T) of T  is given by the following construction.  If T has no 1's then let (T) be the result of decrementing all the values of T by 1.  Otherwise, do the following.  First, delete all the boxes in T that contain a 1 and rectify the resulting skew tableau.  Next, decrement all the values by 1 and then place a k in all the empty boxes resulting from sliding (so that (T) has the same shape as T).",promotion
definition + emph{},0903.4221#hypergraphicsubspaces.final.tex,,FALSE,"

We say that a vertex coloring c of (,) is proper if for every λ∈Λ there exists a connected component K∈^-1(λ ) and some i,j∈ K with c(i)≠ c(j).",proper
definition + emph{},1412.3833#Lagos2015.tex,,FALSE,"We say that a set of pairwise disjoint edges ℰ in a flag G is proper if for any two edges  e,f∈ℰ, e and f are related, and furthermore if e  f then either

(a) e has both endpoints to the left of both endpoints of f

(b) or f has both endpoints to the left of both endpoints of e

(c) or there is an edge g∈ E(G) with both endpoints to the left of the endpoints of e and f and such that the endpoints of e are below g while the endpoints of f are above g (in other words g separates the endpoints of e and f).",proper
definition + emph{},1010.0219#burnt-pancakes-polynomial.tex,,FALSE,A signed reversal is proper if it increases the number of cycles in BG(π) by one.,proper
definition + emph{},1907.07616#SL2Plethysms8+.tex,,FALSE,"
We say that a skew partition λ / λ^⋆ is proper if λ_1 > λ^⋆_1
and λ_1' > _1.",proper
definition + emph{},0803.4418#0803.4418.tex,,FALSE,"Let G_1 and G_2 be graphs with disjoint vertex-sets, where each edge is
  either colored blue or red. Let e_1 = (a, b) ∈ E(G_1) and e_2 = (c, d)
  ∈ E(G_2) be an edge of G_1 and G_2 respectively. For i=1,2 let G_i'
  be obtained by deleting edge e_1 and coloring edge e_2 blue if e_1 and
  e_2 were both colored blue and red otherwise. Let G be the graph obtained
  from the union of G_1' and G_2' by identifying vertices a and b by c
  and d respectively. Then we say that G is a strict
  2-sum of G_1 and G_2. We say that a strict 2-sum is proper if
  at least one of the edges e_1 and e_2 is blue.",proper
definition + emph{},1904.04501#main.tex,,FALSE,A module U in G_ov is proper if there is a vertex x ∈ V ∖ U such that x ∼ U.,proper
definition + emph{},1706.08845#sl.tex,,FALSE,"A cycle D of a leaper M within a frame F is proper if D is the concatenation of eight disjoint nonempty paths, 
    D = a^a^… a^,
 such that, for all directions i, a^i lies within F_i and the L_F-translation that maps F_i ∪ F_i + 1 onto F_-(i + 1)∪ F_-i also maps a^ia^i + 1 onto -a^-(i + 1)-a^-i.",proper
definition + textit{},1504.01546#A_general_framework_for_the_polynomiality_property_of_the_structure_coefficients_of_double-class_algebras.tex,,FALSE,"A pair of partitions (λ,δ) is proper if the partition λ is proper. For a proper pair (λ,δ) of partitions and for any integer n≥ |λ|+|δ|, we define (λ,δ)^↑^n to be the following pair of partitions with size n (that means the sum of sizes of both partitions is equal to n) :

    (λ,δ)^↑^n:=(λ∪ (1^n-|λ|-|δ|),δ).

This defines a bijection between the set of proper pairs of partitions with size less or equal to n and the set of pairs of partitions with size n.",proper
definition + emph{},0807.2371#0807.2371.tex,,FALSE,"A proper face of a polyhedral cone is a subset F⊂ Q
 such
that there is a supporting hyperplane H_a satisfying:

1) F=Q∩ H_a≠∅,

2) Q⊈ H_a and Q⊂ H^+_a.",proper face
definition + emph{},0808.0252#0808.0252.tex,,FALSE,"A proper face of a polyhedral cone Q is a subset F⊂ Q
 such
that there is a supporting hyperplane H_a satisfying:

1) F=Q∩ H_a,

2) Q⊈ H_a and Q⊂ H^+_a.",proper face
definition + emph{},1502.01223#MATCH21914.tex,,FALSE,"A directed tree T ∈𝒲𝒟(μ, d) with a terminal vertex t is called a proper tree
if for all m∈ M(T), m≠ t, f_T(m) ≤μ̅/2.",proper tree
definition + emph{},1502.01216#MATCH16714_final2.tex,,FALSE,"A directed tree T ∈ℛ(μ, d) with the vector (f_1, ..., f_q-1)
of subordinate groups' weights is called a proper tree if f_i ≤μ̅/2, i = 1, ..., q - 1.",proper tree
definition + emph{},0903.5005#TRPCDProbAspect.tex,,FALSE,"Let V be any finite or infinite set of points in ^d. Each (unordered) pair of points
(p,q) ∈ V × V is associated with a neighborhood
𝔑(p,q) ⊆^d.  Let 𝔓 be a property
defined on 𝔑={𝔑(p,q):  (p,q) ∈ V × V}.
A proximity (or neighborhood ) graph G_𝔑,𝔓(V,E)
defined by the property 𝔓 is a graph with the set of vertices
V and the set of edges E such that (p,q) ∈ E iff 𝔑(p,q)
satisfies property 𝔓.
",proximity;neighborhood;graph
definition + emph{},0902.1306#TRPCDGeo2008.tex,,FALSE,"Let V be any finite or infinite set of points in ^d. Each
(unordered) pair of points (p,q) ∈ V × V is associated with
a neighborhood 𝔑(p,q) ⊆^d.
Let 𝔓 be a property defined on 𝔑={𝔑(p,q):  (p,q) ∈ V × V}.
A proximity (or neighborhood ) graph
G_𝔑,𝔓(V,E) defined by the property
𝔓 is a graph with the vertex set V and the edge set
E such that (p,q) ∈ E iff 𝔑(p,q) satisfies property 𝔓.
",proximity;neighborhood;graph
definition + emph{},1804.06270#Balanced_shellings_and_moves_on_balanced_manifolds.tex,,FALSE,"
	Let Δ and Γ be combinatorial d-manifolds with ∂Δ≅∂Γ. (We also allow ∂Δ=∂Γ=∅.) A pseudo-cobordism (Ω,φ,ψ) between Δ and Γ is a nonpure pseudomanifold Ω together with two simplicial embeddings φ: Δ↪Ω and  ψ: Γ↪Ω such that:
	
		
  (1) φ(Δ)∪ψ(Γ)=∂̃Ω,
		
  (2) a d-face F∈Ω lies in φ(Δ)∩ψ(Γ) if and only if F is not contained in any (d+1)-face of Ω,
		
  (3) φ(∂Δ)=ψ(∂Γ).
	",pseudo-cobordism
definition + textit{},1512.04384#revis-aug29.tex,,FALSE,"
Let Δ and Δ' be closed combinatorial d-manifolds (in particular, Δ and Δ' are simplicial complexes).    A pseudo-cobordism between Δ and Δ' is a (d+1)-dimensional nonpure pseudomanifold Ω, together with a pair of simplicial embeddings φ: Δ↪Ω and φ': Δ' ↪Ω such that


  * φ(Δ) ∪φ'(Δ') = ∂Ω and

  * a d-face F ∈Ω belongs to φ(Δ) ∩φ'(Δ') if and only if F is not contained in any (d+1)-faces of Ω.
",pseudo-cobordism
definition + emph{},1402.0984#PseudoHCk.tex,,FALSE,"Suppose >0 and 0<p<1.  Let k and ℓ with k≤ℓ
  be positive integers.  We call an n-vertex graph G
  (,p,k,ℓ)-pseudorandom if
  
    |e(X,Y)-p|X||Y||<  p |X||Y|

  for any disjoint subsets X, Y⊆ V(G) with
  |X|≥ p^kn and |Y|≥ p^ℓn.",pseudorandom
definition + textit{},1303.2276#vinogradov.tex,,FALSE,"
Let f:[1,N]→ be an arbitrary function.


  * The function f is said to be η-pseudorandom if
|f̂(r/N)-δ_r,0N|≤η N for each r∈/N,
where δ_r,0 is the Kronecker delta.

  * The function f is said to satisfy the L^q extension
estimate if f̂_q≪_q N^1-1/q, where the implied
constant depends only on q.

  * The function f is said to be (β,κ)-regular if

    ∑_(u,v)∈ Mf(u)f(v)≥κ N^2,

where

    M={(u,v):u≤β N,v≥ (1-β)N,(v-u,P(β^-1))=1}.

",pseudorandom
definition + textit{},1704.04892#Spanning_tree_final.tex,,FALSE,"
A simplicial complex Δ is pure if all of its facets
have the same dimension.",pure
definition + emph{},0912.4461#0912.4461.tex,,FALSE,"
A quantum code  𝒞 with parameters n,k,d ([[n,k,d]]-code), where k>0,
is a quaternary quantum stabilizer code of binary dimension n-k satisfying the following:
any codeword of 𝒞^ having weight at most d-1 is in 𝒞.

The code is pure if 𝒞^ does not contain codewords of weight < d,
equivalently if 𝒞^ has strength t ≥ d-1.

An [[n,0,d]]-code 𝒞 is a self-dual quaternary quantum stabilizer code of strength
t=d-1.",pure
definition + emph{},1802.06345#1802.06345.tex,,FALSE,"We define a graph to be pure if every maximal independent set has the same size, i.e. the size of every maximal clique in the complement graph is the same. We remark that this is closely related to the definition of a pure simplicial complex.",pure
definition + emph{},1712.09442#1712.09442.tex,,FALSE, A  poset P is pure if every proper initial segment I of P is strictly  bounded above (that is some x∈ P∖ I dominates I).,pure
definition + emph{},1908.04966#1908.04966.tex,,FALSE,"
A Mendelsohn triple system (Q, ℬ) is pure if whenever a, b∈ Q, we have (a. b.ab)∈ℬ (b. a.ab)∉ℬ.",pure
theorem + emph{},0809.0689#games-OR.tex,,FALSE,"
Consider an integer programming game with DPLC payoffs given by the same input as in Theorem <ref>. There exists a polynomial time algorithm to compute the pure threat point when the total dimension d and the sizes |K_i| are fixed for all i ∈ I.",pure
definition + emph{},1110.5007#1110.5007.tex,,FALSE,A simplicial complex is pure if all of its maximal faces have the same dimension.,pure
definition + emph{},1009.2376#1009.2376.tex,,FALSE,"A graphon W on  is pure if the mapping  is a
  bijection →.",pure
definition + emph{},1408.1065#1408.1065.tex,,FALSE,"Given polynomials g_1,…,g_m ∈ℝ[x_1,…,x_n], the quadratic module generated by g_1,…,g_m is defined by:

    QM(g_1,…,g_m) = {σ_0 + ∑_i=1^m σ_ig_i | σ_0,…,σ_m  are sums of squares} .
",quadratic module
definition + emph{},1408.1063#Article3.tex,,FALSE,"Let g_1,…,g_m ∈ℝ[x_1,…,x_n] be polynomials. The quadratic module generated by g_1,…,g_m is defined by:

    QM(g_1,…,g_m) = {σ_0 + ∑_i=1^m σ_ig_i | σ_0,…,σ_m  are sums of squares} .
",quadratic module
definition + emph{},1503.06116#_QuantitativeConvexGeo.tex,,FALSE,"Given a discrete set S ⊂^d, the quantitative S-Helly number _S(k) (if it exists) is the smallest positive integer with the following property. Suppose that ℱ is a finite family of convex sets in ^d, and that ⋂𝒢 intersects S in at least k points for every subfamily 𝒢 of ℱ having at least _S(k) members. Then ⋂ℱ intersects S in at least k points",quantitative S-Helly number
definition + emph{},1603.05525#_QuantitativeConvexGeo.tex,,FALSE,"Given a discrete set S ⊂^d, the quantitative S-Helly number _S(k) (if it exists) is the smallest positive integer with the following property. Suppose that ℱ is a finite family of convex sets in ^d, and that ⋂𝒢 intersects S in at least k points for every subfamily 𝒢 of ℱ having at least _S(k) members. Then ⋂ℱ intersects S in at least k points.

If no such integer exists, we say that _S(k)=∞.",quantitative S-Helly number
definition + emph{},1603.05525#_QuantitativeConvexGeo.tex,,FALSE,"Given a discrete subset S of ^d, the quantitative S-Tverberg number _S(m,k) (if it exists) is the smallest positive integer with the following property. For any _S(m,k) distinct points in S⊆^d, there is a partition of them into m sets A_1,A_2,…,A_m such that the intersection of their convex hulls contains at least k points of S.

If no such integer exists, we say that _S(m,k)=∞.",quantitative S-Tverberg number
definition + emph{},1503.06116#_QuantitativeConvexGeo.tex,,FALSE,"Given a discrete subset S of ^d, the quantitative S-Tverberg number _S(m,k) (if it exists) is the smallest positive integer such that among any _S(m,k) distinct points in S⊆^d, there is a partition of them into m sets A_1,A_2,…,A_m such that the intersection of their convex hulls contains at least k points of S.",quantitative S-Tverberg number
definition + emph{},1707.01172#QKxS.tex,,FALSE,"[<cit.>]
  A quasi-key tableau is quasi-Yamanouchi if the leftmost occurrence of each entry i is either
  
  
  * in row i, or
  
  * weakly left of some entry i+1.
  
  Denote the set of quasi-Yamanouchi quasi-key tableaux of shape a by (a).
  ",quasi-Yamanouchi
definition + emph{},1702.04051#weak_dual.tex,,FALSE,"[<cit.>]
  A Kohnert tableau is quasi-Yamanouchi if each nonempty row i either has an entry equal to i or has a cell weakly left of some cell in row i+1. 
  ",quasi-Yamanouchi
definition + emph{},1609.03507#quasi_key.tex,,FALSE,"A Kohnert tableau is quasi-Yamanouchi if for each nonempty row i, one of the following holds:
  
  
  * there is a cell in row i with entry equal to i, or
  
  * there is a cell in row i+1 that lies weakly right of a cell in row i.
  
  Denote the set of quasi-Yamanouchi Kohnert tableaux of content a by (a).
  ",quasi-Yamanouchi
definition + emph{},1711.09498#kohnert.tex,,FALSE,"A lock tableau is quasi-Yamanouchi if for each nonempty row i, one of the following holds:
  
  
  * there is a cell in row i with entry equal to i, or
  
  * there is a cell in row i+1 that lies weakly right of a cell in row i.
  
  Denote the set of quasi-Yamanouchi lock tableaux of content a by (a).
  ",quasi-Yamanouchi
definition + emph{},1810.07148#QSymBookChapter.tex,,FALSE,"<cit.>
A semi-standard Young tableau is said to be quasi-Yamanouchi if for all i>1, the leftmost occurrence of i lies weakly left of some appearance of i-1.  Let QYT_n(λ) denote the set of quasi-Yamanouchi tableaux of shape λ whose entries are in [n].",quasi-Yamanouchi
definition + emph{},1610.00179#RT-FT-tctr-arxiv.tex,,FALSE,"<cit.>
A signed graph G_σ is called quasibalanced if it does not admit circuits of types (ii) and (iii).
We have the same definition for bidirected graphs.
",quasibalanced
