,title,term,definition,pred
1194,Definition:Symmetric Closure,Closure,"Let ℛ be a relation on a set S.


=== Definition 1 ===
Let ℛ be a relation on a set S.


The symmetric closure of ℛ is denoted ℛ^↔, and is defined as the union of ℛ with its inverse:

:ℛ^↔ = ℛ∪ℛ^-1

=== Definition 2 ===
Let ℛ be a relation on a set S.


The symmetric closure of ℛ is denoted ℛ^↔, and is defined as the smallest symmetric relation on S which contains ℛ.",Definition:Symmetric Closure
1195,Definition:Transitive Closure (Relation Theory),Closure,"=== Smallest Transitive Superset ===
Let ℛ be a relation on a set S.


The transitive closure of ℛ is defined as the smallest transitive relation on S which contains ℛ as a subset.


The transitive closure of ℛ is denoted ℛ^+.

=== Intersection of Transitive Supersets ===
Let ℛ be a relation on a set S.


The transitive closure of ℛ is defined as the intersection of all transitive relations on S which contain ℛ.


The transitive closure of ℛ is denoted ℛ^+.

=== Finite Chain ===
Let ℛ be a relation on a set or class S.


The transitive closure of ℛ is the relation ℛ^+ defined as follows:

For x, y ∈ S, x ℛ^+ y  if and only if  for some n ∈ℕ_>0 there exist s_0, s_1, …, s_n ∈ S such that s_0 = x, s_n = y, and:

 
 
 
 
 
 


That is:

:∀ k ∈ℕ_n: s_k ℛ s_k + 1

=== Union of Compositions ===
Let ℛ be a relation on a set S.

Let:

:ℛ^n := ℛ    : n = 1 
ℛ^n-1∘ℛ    : n > 1

where ∘ denotes composition of relations.

Finally, let:

:ℛ^+ = ⋃_i  = 1^∞ℛ^i


Then ℛ^+ is called the transitive closure of ℛ.",Definition:Transitive Closure (Relation Theory)
1196,Definition:Null Set,Null,"Let ( X, x3a3, μ) be a measure space.

A set N ∈x3a3 is called a (μ-)null set  if and only if  μ(   )N = 0.


 

=== Family of Null Sets ===

The family of μ-null sets, { N ∈x3a3: μ(   )N = 0 }, is denoted 𝒩_μ. 


=== Signed Measure ===
Let ( X, x3a3) be a measurable space.

Let μ be a signed measure on ( X, x3a3). 

Let N ∈x3a3.


We say that N is a μ-null set  if and only if :

:for each A ∈x3a3 with A ⊆ N, we have μ(   )A = 0


Category:Definitions/Signed Measures",Definition:Null Set
1197,Definition:Null Relation,Null,"The null relation is a relation ℛ in S to T such that ℛ is the empty set:
:ℛ⊆ S × T: ℛ = ∅


That is, no element of S relates to any element in T:
:ℛ: S × T: ∀( s, t ) ∈ S × T:  s ℛ t",Definition:Null Relation
1198,Definition:Null Ring,Null,"A ring with one element is called the null ring.

That is, the null ring is ( { 0_R }, +, ∘), where ring addition and the ring product are defined as:

 
 
 
 ",Definition:Null Ring
1199,Definition:Null Module,Null,"Let (R, +_R, ∘_R) be a ring.

Let G be the trivial group.


Then the R-module (G, +_G, ∘)_R is known as the null module.",Definition:Null Module
1200,Definition:Null Measure,Null,"Let ( X, x3a3) be a measurable space.


Then the null measure is the measure defined by:

:μ: x3a3→R: μ(   )E := 0

where R denotes the extended real numbers.",Definition:Null Measure
1201,Definition:Null Sequence,Null,"A null sequence is a sequence which converges to zero.


=== Normed Division Ring ===
Let ( R, ‖ · ‖) be a normed division ring with zero 0_R.

Let ⟨ x_n ⟩ be a sequence in R which converges to the limit 0_R:

:lim_n →∞ x_n = 0_R


Then ⟨ x_n ⟩ is called a null sequence.",Definition:Null Sequence
1202,Definition:Unlimited Register Machine/Null Program,Null,"The null URM program is a URM program which contains no instructions.

That is, a URM program whose length is zero.",Definition:Unlimited Register Machine/Null Program
1203,Definition:Null Graph,Null,"The null graph is the graph which has no vertices.

That is, the null graph is the graph of order zero.


It is called the null graph because, from Empty Set is Unique, there is only one such entity.",Definition:Null Graph
1204,Definition:Null String,Null,"A null string is a string with no symbols in it.

In particular, the null string is a word.


The null string can be denoted ϵ.",Definition:Null String
1205,Definition:Null Space,Null,"Let:
𝐀_m × n = [ a_11 a_12    ⋯ a_1n; a_21 a_22    ⋯ a_2n;    ⋮    ⋮    ⋱    ⋮; a_m1 a_m2    ⋯ a_mn;      ],  𝐱_n × 1 = [ x_1; x_2;   ⋮; x_n ], 0_m × 1 = [ 0; 0; ⋮; 0 ]

be matrices where each column is a member of a real vector space.

The set of all solutions to 𝐀𝐱 = 0:

:N(   )𝐀 = {𝐱∈ℝ^n : 𝐀 𝐱 = 0}

is called the null space of 𝐀.


 ",Definition:Null Space
1206,Definition:Null Ideal,Null,"Let ( R, +, ∘) be a ring whose zero is 0_R.


The null ring ( { 0_R }, +, ∘) is called the null ideal of R.",Definition:Null Ideal
1207,Definition:Zero Object,Null,"Let 𝐂 be a category.


A zero object of 𝐂 is an object which is initial and terminal.",Definition:Zero Object
1208,Definition:Isotropy (Physics),Isotropy,"Isotropy is a property of a physical system such that measurements of that system are independent of the direction in which those measurements are taken.

 ",Definition:Isotropy (Physics)
1209,Definition:Isotropy Representation,Isotropy,"Let ( M, g ) be a Riemannian manifold.

Let Iso(   )M, g be the set of all isometries from M to itself.

Let Iso_p (   )M, g be the isotropy subgroup at p ∈ M.

That is, let Iso_p (   )M, g be the subgroup of Iso(   )M, g consisting of isometries that fix p ∈ M.

Let T_p M be the tangent space of M at p ∈ M.

For each ϕ∈Iso_p (   )M, g let dϕ_p be a linear mapping such that:

:dϕ_p : T_p M → T_p M

Let GL( T_p M ) be the general linear group over T_p M.

Let I_p : Iso_p (   )M, g→GL( T_p M ) be a mapping such that I_p (   )ϕ =  dϕ_p.


Then the mapping I_p is a representation of Iso_p (   )M, g and is called the isotropy representation.",Definition:Isotropy Representation
1210,Definition:State of Game,State,"Let G be a game whose outcome is determined by the realization of a random variable X.

Each of the possible values that can be taken by X is known as a state of G.",Definition:State of Game
1211,Definition:State of Matter,State,"Matter can be in one of the following states:

=== Solid ===
Solid is one of the fundamental states of matter.

A body is solid  if and only if  it retains its volume and has a well-definable shape without the need for a container.

=== Liquid ===
Liquid is one of the fundamental states of matter.

A body is liquid  if and only if  it retains its volume, but in order to maintain a specific shape it needs a container.

=== Gas ===
Gas is one of the fundamental states of matter.

A body is gas  if and only if  it can be contained only if it is fully surrounded by a solid, or in a bubble of liquid, or held together by gravitational pull.

=== Plasma ===
Plasma is one of the fundamental states of matter.

A body is plasma  if and only if  it consists of partially ionized gas and electrons.",Definition:State of Matter
1212,Definition:Complex Conjugate/Conjugate Pair,Conjugate Pair,"Let z ∈ℂ be a complex number.

Let z be the complex conjugate of z.


Then z and z are a conjugate pair.",Definition:Complex Conjugate/Conjugate Pair
1213,Definition:Harmonic Conjugates,Conjugate Pair,"=== Harmonic Range ===
Let AB and PQ be line segments on a straight line such that ( AB, PQ ) is a harmonic range.

Then P and Q are said to be harmonic conjugates with respect to A and B.

=== Harmonic Pencil ===
Let AB and PQ be line segments on a straight line such that ( AB, PQ ) is a harmonic range.

Let O be a point which is not on the straight line AB.

Let O (   )AB, PQ be the harmonic pencil formed from O and ( AB, PQ ).


:


The rays OP and OQ are said to be harmonic conjugates with respect to OA and OB.",Definition:Harmonic Conjugates
1214,Definition:Transitive Closure (Relation Theory),Transitive,"=== Smallest Transitive Superset ===
Let ℛ be a relation on a set S.


The transitive closure of ℛ is defined as the smallest transitive relation on S which contains ℛ as a subset.


The transitive closure of ℛ is denoted ℛ^+.

=== Intersection of Transitive Supersets ===
Let ℛ be a relation on a set S.


The transitive closure of ℛ is defined as the intersection of all transitive relations on S which contain ℛ.


The transitive closure of ℛ is denoted ℛ^+.

=== Finite Chain ===
Let ℛ be a relation on a set or class S.


The transitive closure of ℛ is the relation ℛ^+ defined as follows:

For x, y ∈ S, x ℛ^+ y  if and only if  for some n ∈ℕ_>0 there exist s_0, s_1, …, s_n ∈ S such that s_0 = x, s_n = y, and:

 
 
 
 
 
 


That is:

:∀ k ∈ℕ_n: s_k ℛ s_k + 1

=== Union of Compositions ===
Let ℛ be a relation on a set S.

Let:

:ℛ^n := ℛ    : n = 1 
ℛ^n-1∘ℛ    : n > 1

where ∘ denotes composition of relations.

Finally, let:

:ℛ^+ = ⋃_i  = 1^∞ℛ^i


Then ℛ^+ is called the transitive closure of ℛ.",Definition:Transitive Closure (Relation Theory)
1215,Definition:Reflexive Transitive Closure,Transitive,"Let ℛ be a relation on a set S.


=== Smallest Reflexive Transitive Superset ===
Let ℛ be a relation on a set S.

The reflexive transitive closure of ℛ is denoted ℛ^*, and is defined as the smallest reflexive and transitive relation on S which contains ℛ.

=== Reflexive Closure of Transitive Closure ===
Let ℛ be a relation on a set S.

The reflexive transitive closure of ℛ is denoted ℛ^*, and is defined as the reflexive closure of the transitive closure of ℛ:

:ℛ^* = ( ℛ^+ )^=

=== Transitive Closure of Reflexive Closure ===
Let ℛ be a relation on a set S.

The reflexive transitive closure of ℛ is denoted ℛ^*, and is defined as the transitive closure of the reflexive closure of ℛ:
:ℛ^* = ( ℛ^= )^+",Definition:Reflexive Transitive Closure
1216,Definition:Transitive Reduction,Transitive,"=== Relation Theory ===
Let ℛ be a relation on a set S.


A transitive reduction of ℛ is denoted ℛ^-, and is defined as a minimal relation on S which has the same transitive closure as ℛ.

=== Graph Theory ===

The concept of transitive reduction is usually encountered in the field of graph theory where it has considerable importance:

Let G = ( V, E ) be a loop-digraph.

Let G be expressed formally as a relational structure 𝒢.

A transitive reduction of G is denoted G^-, and is defined as a transitive reduction of the relation 𝒢.

Hence it is a minimal loop-digraph on V which has the same transitive closure as 𝒢.",Definition:Transitive Reduction
1217,Definition:Transitive Group Action,Transitive,"Let G be a group.

Let S be a set.

Let *: G × S → S be a group action.


The group action is transitive  if and only if  for any x, y ∈ S there exists g ∈ G such that g * x = y.


That is,  if and only if  for all x ∈ S:
:Orb( x ) = S
where Orb( x ) denotes the orbit of x ∈ S under *.


=== n-transitive Action ===
Let G be a group.

Let S be a set.

Let *: G × S → S be a group action.

Let n≥1 be a natural number.


The group action is n-transitive  if and only if  for any two ordered n-tuples (x_1, …, x_n) and (y_1, …, y_n) of pairwise distinct elements of S, there exists g∈ G such that:
:∀ i∈{1, …, n} : g * x_i = y_i


Category:Definitions/Group Actions",Definition:Transitive Group Action
1218,Definition:Transitive Subgroup,Transitive,"Let S_n denote the symmetric group on n letters for n ∈ℕ.

Let H be a subgroup of S_n.

Let H be such that:
:for every pair of elements i, j ∈ℕ_n there exists π∈ H such that π(   )i = j.


Then H is called a transitive subgroup of S_n.",Definition:Transitive Subgroup
1219,Definition:Transitive Class,Transitive,"Let A denote a class, which can be either a set or a proper class.

Then A is transitive  if and only if  every element of A is also a subclass of A.


That is, A is transitive  if and only if :
:x ∈ A  x ⊆ A

or:
:∀ x: ∀ y: ( x ∈ y  y ∈ A  x ∈ A )",Definition:Transitive Class
1220,Definition:Transitive Closure (Set Theory),Transitive,"=== Definition 1 ===
Let x be a set.

Then the transitive closure of x is the smallest transitive superset of x.

The following is not equivalent to the above, but they are almost the same.

=== Definition 2 ===
Let x be a set.

For each natural number n ∈ℕ_≥ 0 let:

: ⋃^n x = ⋃⋃⋯⋃_n x


Then the transitive closure of x is the union of the sets:
:{x}, x, ⋃ x, ⋃^2 x, …, ⋃^n x, …


More precisely:

Let F be the mapping on the universal class defined by letting:
:F (a) = ⋃ a
for each set a.

Let G be the mapping on the natural numbers defined recursively by letting:

: G (0) = {x}
: G (n^+) = F (G (n))

for each natural number n.

Then the transitive closure of x is defined as the union of the image of G.",Definition:Transitive Closure (Set Theory)
1221,Definition:Transpose of Linear Transformation,Transpose,"Let R be a commutative ring.

Let G and H be R-modules.

Let G^* and H^* be the algebraic duals of G and H respectively.


Let ℒ_R (   )G, H be the set of all linear transformations from G to H.

Let u ∈ℒ_R (   )G, H.


The transpose of u is the mapping u^⊺: H^* → G^* defined as:
:∀ y ∈ H^*: u^⊺(   )y = y ∘ u
where y ∘ u is the composition of y and u.",Definition:Transpose of Linear Transformation
1222,Definition:Transpose of Matrix,Transpose,"Let 𝐀 = [ α]_m n be an m × n matrix over a set.


Then the transpose of 𝐀 is denoted 𝐀^⊺ and is defined as:

:𝐀^⊺ = [ β]_n m: ∀ i ∈[ 1  . . ]n, j ∈[ 1  . . ]m: β_i j = α_j i",Definition:Transpose of Matrix
1223,Definition:Permutation on n Letters/Cycle Notation,Cycle,"Let ℕ_k be used to denote the initial segment of natural numbers:
:ℕ_k = [ 1  . . ]k = { 1, 2, 3, …, k }

Let ρ: ℕ_n →ℕ_n be a permutation of n letters.


The k-cycle ρ is denoted:
:[             i       ρ(   )i             … ρ^k - 1(   )i ]


From Existence and Uniqueness of Cycle Decomposition, all permutations can be defined as the product of disjoint cycles.

As Disjoint Permutations Commute, the order in which they are performed does not matter.


So, for a given permutation ρ, the cycle notation for ρ consists of all the disjoint cycles into which ρ can be decomposed, concatenated as a product.

It is conventional to omit 1-cycles from the expression, and to write those cycles with lowest starting number first.


=== Canonical Representation ===
The permutation:

:[ 1 2 3 4 5; 2 1 4 3 5 ]

can be expressed in cycle notation as:

:[ 1 2 ][ 3 4 ]

or as:

:[ 3 4 ][ 5 ][ 1 2 ]

or as:

:[ 4 3 ][ 2 1 ]

etc.

However, only the first is conventional. This is known as the canonical representation.",Definition:Permutation on n Letters/Cycle Notation
1224,Definition:Cycle (Graph Theory),Cycle,"A cycle is a circuit in which no vertex except the first (which is also the last) appears more than once.


An n-cycle is a cycle with n vertices.


=== Subgraph ===
The set of vertices and edges which go to make up a cycle form a subgraph.

This subgraph itself is also referred to as a cycle.

=== Odd Cycle ===
An odd cycle is a cycle with odd length, that is, with an odd number of edges.

=== Even Cycle ===
An even cycle is a cycle with even length, that is, with an even number of edges.",Definition:Cycle (Graph Theory)
1225,Definition:Cycle (Periodic Solution),Cycle,"A cycle, or periodic solution, is a solution of a differential equation which is a periodic function.

Category:Definitions/Differential Equations",Definition:Cycle (Periodic Solution)
1226,Definition:Periodic Continued Fraction/Cycle,Cycle,"The repeating block in a periodic (or purely periodic) continued fraction F is called the cycle of F.


=== Cycle Length ===
The number of partial denominators in a cycle of a periodic continued fraction is called the cycle length.",Definition:Periodic Continued Fraction/Cycle
