"term","def","file_name","extraction_rule","plain_text_def","plain_text_term"
"sausage shortening;sausage reduction;sausage reduced","\normalfont
	Let $G$ be a graph and let $X \subset V(G)$ satisfy $ |X| =k \ge 2$. We say $G[X]$ is a {\it chain of sausages of order} $k$ in $G$ if $G. (V(G)\setminus X )$ is a doubled cycle (of length $k+1$).  If $G[X]$ is a chain of sausages of order at least 3 and $x,x' \in X$ are adjacent, then the operation of identifying $x$ and $x'$ to a new vertex is called a \emph{sausage shortening} .  If $G'$ is obtained from $G$ by repeatedly performing sausage shortenings until this operation is no longer possible, we call $G'$ a \emph{sausage reduction} of $G$.  We say that $G$ is \emph{sausage reduced} if it has no sausage of order at least 3 (so no sausage shortening is possible).","1810.12863#no_w_4_immersion.tex","definition + \emph{}","Let G be a graph and let X ⊂ V(G) satisfy |X| =k ≥ 2. We say G[X] is a chain of sausages of order k in G if G. (V(G)∖ X ) is a doubled cycle (of length k+1).  If G[X] is a chain of sausages of order at least 3 and x,x' ∈ X are adjacent, then the operation of identifying x and x' to a new vertex is called a sausage shortening .  If G' is obtained from G by repeatedly performing sausage shortenings until this operation is no longer possible, we call G' a sausage reduction of G.  We say that G is sausage reduced if it has no sausage of order at least 3 (so no sausage shortening is possible).","sausage shortening;sausage reduction;sausage reduced"
"score;score","[Game termination]\label{def:ending}
Let $G$ be a left-atomic game. We write $\GL=\emptyset^{\ell}$, $\ell\in \R$
to indicate that, if Left to move, the game is over and the \emph{score} is the real number $\ell$.
Similarly, if $G$ is right-atomic then $\GR=\emptyset^r$, and if
 it is Right's move then there are no Right options and
the \emph{score} is $r\in \R$. Left wins if the score is positive, 
Right wins if the score is negative, and 
it is a tie if the score is zero.","1505.07905#GS_paper2_arXiv.tex","definition + \emph{}","[Game termination]
Let G be a left-atomic game. We write =∅^ℓ, ℓ∈
to indicate that, if Left to move, the game is over and the score is the real number ℓ.
Similarly, if G is right-atomic then =∅^r, and if
 it is Right's move then there are no Right options and
the score is r∈. Left wins if the score is positive, 
Right wins if the score is negative, and 
it is a tie if the score is zero.","score;score"
"score;score","Let $\mathcal{O}$ be a partial orientation. The \emph{score} of a step $e = (v_i,v_j)$ compatible with $\mathcal{O}$ is
\[\nu_{A}(e,\mathcal{O}) = \begin{cases}
  \hfill a_{ij} &\text{if $\{v_i,v_j\}\notin \mathcal{O}$},\\
 \hfill -a_{ji}&\text{if $(v_i,v_j) \in \mathcal{O}$}.
\end{cases} \]
The \emph{score} of a potential cycle $C$ for $\mathcal{O}$ is
\[\nu_{A}(C,\mathcal{O}) = \sum_{e \in C} \nu(e,\mathcal{O}).\]
When the parameter list is clear from context, we omit the subscript and we write~$\nu(C,\mathcal{O}) := \nu_{A}(C,\mathcal{O})$.","1212.4398#bigraph.tex","definition + \emph{}","Let 𝒪 be a partial orientation. The score of a step e = (v_i,v_j) compatible with 𝒪 is

    ν_A(e,𝒪) =  a_ij   if {v_i,v_j}∉𝒪,
     -a_ji   if (v_i,v_j) ∈𝒪.

The score of a potential cycle C for 𝒪 is

    ν_A(C,𝒪) = ∑_e ∈ Cν(e,𝒪).

When the parameter list is clear from context, we omit the subscript and we write ν(C,𝒪) := ν_A(C,𝒪).","score;score"
"section","\cite[VIII.1.2]{ASS}
Let $(\Gamma, \tau)$ be a connected translation quiver. A \textit{section} of $\Gamma$ is a connected full subquiver $\Sigma$ of $\Gamma$ satisfying the following properties:
\begin{enumerate}[i.]
\item $\Sigma$ is acyclic.
\item $\Sigma$ meets each $\tau$-orbit exactly once.
\item If $x_0 \rightarrow x_1 \rightarrow \cdots \rightarrow x_t$ is a path in $\Gamma$ with $x_0, x_t \in \Sigma_0$ then $x_i \in \Sigma_0$, for all $0 \leq i \leq t$.
\end{enumerate}","1012.1276#1012.1276.tex","definition + \textit{}","<cit.>
Let (Γ, τ) be a connected translation quiver. A section of Γ is a connected full subquiver Σ of Γ satisfying the following properties:


  * Σ is acyclic.

  * Σ meets each τ-orbit exactly once.

  * If x_0 → x_1 →⋯→ x_t is a path in Γ with x_0, x_t ∈Σ_0 then x_i ∈Σ_0, for all 0 ≤ i ≤ t.
","section"
"section","Let \(Q\) and \(P\) be
  \(G\)-polytopes  such that \(Q\) is a symmetric extension of
  \(P\). Then \(s \colon \vertex(P) \rightarrow Q\) is a \emph{section} if
  \(s(x)p = x\) for all \(x \in \vertex(P)\). Further it is an \emph{invariant
  section} if we additionally have \(s(gx) =
g s(x)\)  
for all \(x \in \vertex(P)\) and \(g \in G\).","1206.6318#algSymExtForm.tex","definition + \emph{}","Let Q and P be
  G-polytopes  such that Q is a symmetric extension of
  P. Then s (P) → Q is a section if
  s(x)p = x for all x ∈(P). Further it is an invariant
  section if we additionally have s(gx) =
g s(x)  
for all x ∈(P) and g ∈ G.","section"
"sector","[Sector]
%Let $\ell_1$ and $\ell_2$ be two communication links on a trajectory $t$, where $t$ has no other links between $\ell_1$ and $\ell_2$.  A \emph{sector} is the part of $t$ between $\ell_1$ and $\ell_2$.
%","1604.08804#main.tex","definition + \emph{}","[Sector]

","sector"
"sector","\label{def:sectors}
  Let~$\C$ be a flag pure~$d$-complex, let $\face \in \C$ be one of its faces, and let $S=\link_{\C/\face} (\face)$ be the outerlink of $\face$.
  For each vertex $a\in \face$ we define the \emph{sector} of~$a$ in $S$ to be the subcomplex of $S$ given by
  \[
    S_a :=\link_\C(a) \setminus \face.
  \]","1710.02518#FlagEKR.tex","definition + \emph{}","
  Let  be a flag pure d-complex, let ∈ be one of its faces, and let S=_/ () be the outerlink of .
  For each vertex a∈ we define the sector of a in S to be the subcomplex of S given by
  
    S_a :=_(a) ∖.
","sector"
"seed mutation;exchange relation","Let $(\tilde{B},\mathbf{x})$ be a seed in $\cF$, and let $1\leq k \leq n$ be an integer. The \emph{seed mutation} $\mu_k$ in the direction $k$ transforms $(\tilde{B},\mathbf{x})$ into the seed $\mu_k(\tilde{B},\mathbf{x})=(\tilde{B}',\mathbf{x}')$ defined as follows:
\begin{itemize}
\item The entries of $\tilde{B}'=(b'_{ij})$ are given by
\begin{equation}
b'_{ij}=
\begin{cases}
-b_{ij} & \text{if  } i=k\text{ or } j=k; \\
b_{ij}+\text{sgn}(b_{ik})[b_{ik}b_{kj}]_+ & \text{otherwise}.
\end{cases}
\end{equation}
\item The cluster $\mathbf{x}'=\lbrace x'_1,\ldots, x'_n \rbrace$ is given by $x'_j=x_j$ for $j\neq k$, whereas $x'_k\in \cF$ is determined by the \emph{exchange relation}
\begin{equation}
\label{exchange relation}
x'_kx_k=\prod_{i=1}^{2n}x_i^{[b_{ik}]_+}+\prod_{i=1}^{2n}x_i^{[-b_{ik}]_+}
\end{equation}
\end{itemize}","1112.3578#markov_v2.tex","definition + \emph{}","Let (B̃,𝐱) be a seed in , and let 1≤ k ≤ n be an integer. The seed mutation μ_k in the direction k transforms (B̃,𝐱) into the seed μ_k(B̃,𝐱)=(B̃',𝐱') defined as follows:


  * The entries of B̃'=(b'_ij) are given by

    b'_ij=
    
    -b_ij   if   i=k or  j=k; 
    
    b_ij+sgn(b_ik)[b_ikb_kj]_+    otherwise.


  * The cluster 𝐱'={ x'_1,…, x'_n } is given by x'_j=x_j for j≠ k, whereas x'_k∈ is determined by the exchange relation

    x'_kx_k=∏_i=1^2nx_i^[b_ik]_++∏_i=1^2nx_i^[-b_ik]_+

","seed mutation;exchange relation"
"seed mutation;exchange relation","\label{def:seed-mutation}
Let $(\mathbf{x}, \mathbf{y}, B)$ be a labeled seed in $\mathcal{F}$,
and let $k \in [1,N]$.
The \emph{seed mutation} $\mu_k$ in direction~$k$ transforms
$(\mathbf{x}, \mathbf{y}, B)$ into the labeled seed
$\mu_k(\mathbf{x}, \mathbf{y}, B)=(\mathbf{x}', \mathbf{y}', B')$ defined as follows:
\begin{itemize}
\item
The entries of $B'=(b'_{ij})$ are given by
\begin{equation}
\label{eq:matrix-mutation}
b'_{ij} =
\begin{cases}
-b_{ij} & \text{if $i=k$ or $j=k$;} \\[.05in]
b_{ij} + \textup{sgn}(b_{ik}) \ [b_{ik}b_{kj}]_+
 & \text{otherwise.}
\end{cases}
\end{equation}
\item
The coefficient tuple $\mathbf{y}'=(y_1',\dots,y_N')$ is given by
\begin{equation}
\label{eq:y-mutation}
y'_j =
\begin{cases}
y_k^{-1} & \text{if $j = k$};\\[.05in]
y_j y_k^{[b_{kj}]_+}
(y_k \oplus 1)^{- b_{kj}} & \text{if $j \neq k$}.
\end{cases}
\end{equation}
\item
The cluster $\mathbf{x}'=(x_1',\dots,x_N')$ is given by
$x_j'=x_j$ for $j\neq k$,
whereas $x'_k \in \mathcal{F}$ is determined
by the \emph{exchange relation}
\begin{equation}
\label{exchange relation}
x'_k = \frac
{y_k \ \prod x_i^{[b_{ik}]_+}
+ \ \prod x_i^{[-b_{ik}]_+}}{(y_k \oplus 1) x_k} \, .
\end{equation}
\end{itemize}","1306.2415#1306.2415.tex","definition + \emph{}","
Let (𝐱, 𝐲, B) be a labeled seed in ℱ,
and let k ∈ [1,N].
The seed mutation μ_k in direction k transforms
(𝐱, 𝐲, B) into the labeled seed
μ_k(𝐱, 𝐲, B)=(𝐱', 𝐲', B') defined as follows:


  * The entries of B'=(b'_ij) are given by

    b'_ij =
    
    -b_ij   if i=k or j=k;
    
    b_ij + (b_ik)  [b_ikb_kj]_+
        otherwise.


  * The coefficient tuple 𝐲'=(y_1',…,y_N') is given by

    y'_j =
    
    y_k^-1   if j = k;
    
    y_j y_k^[b_kj]_+
    (y_k ⊕ 1)^- b_kj   if j ≠ k.


  * The cluster 𝐱'=(x_1',…,x_N') is given by
x_j'=x_j for j≠ k,
whereas x'_k ∈ℱ is determined
by the exchange relation

    x'_k = y_k  ∏ x_i^[b_ik]_+
    +  ∏ x_i^[-b_ik]_+/(y_k ⊕ 1) x_k  .

","seed mutation;exchange relation"
"sees","Let $G$ be a geometric graph, and let $O$ be a point in the plane. We say that $O$ \emph{sees} a
point $P$ if the open segment $(O,P)$ does not meet any edge or vertex of $G$. We say that
$O$ sees an edge $e \in E(G)$ if it sees every point $X \in e$, including the endpoints.","1412.8400#paper6.tex","definition + \emph{}","Let G be a geometric graph, and let O be a point in the plane. We say that O sees a
point P if the open segment (O,P) does not meet any edge or vertex of G. We say that
O sees an edge e ∈ E(G) if it sees every point X ∈ e, including the endpoints.","sees"
"sees","\label{def3.1}
Let $p$ be a point in $\bR^2 \setminus P$ (= ${\rm ext}P \cup {\rm int}P$), and $I$ be an edge of $P$. We say that $p$ \emph{sees} $I$ if, for some point $a \in {\rm relint}\ I, [p,a]\cap
P = \{a\}$.","1012.3541#1012.3541.tex","definition + \emph{}","
Let p be a point in ^2 ∖ P (= extP ∪ intP), and I be an edge of P. We say that p sees I if, for some point a ∈ relint I, [p,a]∩
P = {a}.","sees"
"segmentation;relative to;width;segmentation","\normalfont
If $G$ is a graph and $X,Y \subseteq V(G)$ are disjoint, a \emph{segmentation} of $G$ \emph{relative to} $(X,Y)$ is a family of nested sets $X_1 \subset X_2 \subset X_3 \ldots \subset X_k$ satisfying:
\begin{itemize}
\item $X_1 = X$ and $V(G) \setminus X_k = Y$
\item $|X_{i+1} \setminus X_i| = 1$ for $1 \le i \le k-1$
\end{itemize}
We say that the segmentation has \emph{width} $k$ if $d(X_i) = k$ holds for every $1 \le i \le k$ and we call it an $(a,b)$-\emph{segmentation} if $|X| \le a$ and $|Y| \le b$.","1810.12873#no_k33_immersion.tex","definition + \emph{}","If G is a graph and X,Y ⊆ V(G) are disjoint, a segmentation of G relative to (X,Y) is a family of nested sets X_1 ⊂ X_2 ⊂ X_3 …⊂ X_k satisfying:


  * X_1 = X and V(G) ∖ X_k = Y

  * |X_i+1∖ X_i| = 1 for 1 ≤ i ≤ k-1

We say that the segmentation has width k if d(X_i) = k holds for every 1 ≤ i ≤ k and we call it an (a,b)-segmentation if |X| ≤ a and |Y| ≤ b.","segmentation;relative to;width;segmentation"
"segmentation;relative to;width;segmentation","\normalfont
	If $G$ is a graph and $X,Y \subseteq V(G)$ are disjoint, a \emph{segmentation} of $G$ \emph{relative to} $(X,Y)$ is a family of nested sets $X_1 \subset X_2 \subset X_3 \ldots \subset X_k$ satisfying:
	\begin{itemize}
		\item $X_1 = X$ and $V(G) \setminus X_k = Y$
		\item $|X_{i+1} \setminus X_i| = 1$ for $1 \le i \le k-1$
	\end{itemize}
We say that the segmentation has \emph{width} $k$ if $d(X_i) = k$ holds for every $1 \le i \le k$ and we call it an $(a,b)$-\emph{segmentation} if $|X| \le a$ and $|Y| \le b$.
\begin{figure}[htbp]
	\centering
	\includegraphics{segmentation-ex1.pdf}
	\caption{A graph with a $(2, 3)$-segmentation of width four}
	\label{fig:segmentation-ex}
\end{figure}
We refer to $X$ as {\it head}, and to $Y$ as {\it tail} of the segmentation.","1810.12863#no_w_4_immersion.tex","definition + \emph{}","If G is a graph and X,Y ⊆ V(G) are disjoint, a segmentation of G relative to (X,Y) is a family of nested sets X_1 ⊂ X_2 ⊂ X_3 …⊂ X_k satisfying:
	
		
  * X_1 = X and V(G) ∖ X_k = Y
		
  * |X_i+1∖ X_i| = 1 for 1 ≤ i ≤ k-1
	
We say that the segmentation has width k if d(X_i) = k holds for every 1 ≤ i ≤ k and we call it an (a,b)-segmentation if |X| ≤ a and |Y| ≤ b.

	
    < g r a p h i c s >

	A graph with a (2, 3)-segmentation of width four
	

We refer to X as head, and to Y as tail of the segmentation.","segmentation;relative to;width;segmentation"
"semi-multimatroid","\label{def:semi-multimatroid}
A \emph{semi-multimatroid} $Z$ (described by its circuits) is a triple $(U,\Omega,\mathcal{C})$, where $(U,\Omega)$ is a carrier and $\mathcal{C} \subseteq \mathcal{S}(\Omega)$ such that for each $T \in \mathcal{T}(\Omega)$, $(T,\mathcal{C}\cap 2^T)$ is a matroid (described by its circuits).","1605.04244#bin_mm_pol_div2.tex","definition + \emph{}","
A semi-multimatroid Z (described by its circuits) is a triple (U,Ω,𝒞), where (U,Ω) is a carrier and 𝒞⊆𝒮(Ω) such that for each T ∈𝒯(Ω), (T,𝒞∩ 2^T) is a matroid (described by its circuits).","semi-multimatroid"
"semi-multimatroid","\label{def:semi-multimatroid}
A \emph{semi-multimatroid} $Z$ (described by its circuits) is a triple $(U,\Omega,\mathcal{C})$, where $\Omega$ is a partition of a finite set $U$ and $\mathcal{C} \subseteq \mathcal{S}(\Omega)$ such that for each $T \in \mathcal{T}(\Omega)$, $(T,\mathcal{C}\cap 2^T)$ is a matroid (described by its circuits).","1703.05960#foursum.tex","definition + \emph{}","
A semi-multimatroid Z (described by its circuits) is a triple (U,Ω,𝒞), where Ω is a partition of a finite set U and 𝒞⊆𝒮(Ω) such that for each T ∈𝒯(Ω), (T,𝒞∩ 2^T) is a matroid (described by its circuits).","semi-multimatroid"
"separable","A permutation $\sigma$ is \emph{separable} if $\sigma$ avoids both $2413$ and $3142$.","1602.04960#BrownianPermutation.tex","definition + \emph{}","A permutation σ is separable if σ avoids both 2413 and 3142.","separable"
"separable","Let $D=(E,\mathcal{F})$ be a delta-matroid. Then $D$ is \emph{separable} if $D_{\min}$ is disconnected.","1403.0920#delta-ribbon.tex","definition + \emph{}","Let D=(E,ℱ) be a delta-matroid. Then D is separable if D_min is disconnected.","separable"
"separable","A collection $B_1, \ldots, B_n$ of subsets of $[k]$ is \emph{separable} if and only if $|B_i| \ge 2$ for all $i \in [n]$ and there exists $A \subseteq [k]$ such that both $A \cap B_i \ne \emptyset$ and $A^c \cap B_i \ne \emptyset$ for each $i \in [n]$.","1412.4683#sepsplit.tex","definition + \emph{}","A collection B_1, …, B_n of subsets of [k] is separable if and only if |B_i| ≥ 2 for all i ∈ [n] and there exists A ⊆ [k] such that both A ∩ B_i ∅ and A^c ∩ B_i ∅ for each i ∈ [n].","separable"
