dd_page_title,term,definition,def_page_title,categories,plain_text_definition
Definition:System,System,"Zeckendorf representation is a system for representing a positive integer $m$ by a sequence of digits which are the indices of a sequence of $r$ Fibonacci numbers:

:$n := k_1 k_2 k_3 \ldots k_r$

where:
:$n = F_{k_1} + F_{k_2} + F_{k_3} + \cdots + F_{k_r}$
:$k_1 \gg k_2 \gg k_3 \gg \cdots \gg k_r \gg 0$

where $n \gg k$ denotes that $n \ge k + 2$.",Definition:Zeckendorf Representation,"['Definitions/Fibonacci Numbers', 'Definitions/Number Bases']","Zeckendorf representation is a system for representing a positive integer m by a sequence of digits which are the indices of a sequence of r Fibonacci numbers:

:n := k_1 k_2 k_3 … k_r

where:
:n = F_k_1 + F_k_2 + F_k_3 + ⋯ + F_k_r
:k_1 ≫ k_2 ≫ k_3 ≫⋯≫ k_r ≫ 0

where n ≫ k denotes that n ≥ k + 2."
Definition:System,System,"A positional number system is a number system with the following properties:

:It has a set of numerals which represent a subset of the numbers.

:The number being represented is written as a string of these numerals, which represent a different value according to their position in the numerals.

The design of the positional number system is such that all numbers can be represented by such a string, which may or may not be infinite in length.",Definition:Positional Numeral System,['Definitions/Number Systems'],"A positional number system is a number system with the following properties:

:It has a set of numerals which represent a subset of the numbers.

:The number being represented is written as a string of these numerals, which represent a different value according to their position in the numerals.

The design of the positional number system is such that all numbers can be represented by such a string, which may or may not be infinite in length."
Definition:System,System,"The number system as used in the   was a positional numeral system where the number base was a combination of decimal (base $10$) and sexagesimal (base $60$).

The characters were written in   by a combination of:
:a thin vertical wedge shape, to indicate the digit $1$
:a fat horizontal wedge shape, to indicate the digit $10$
arranged in groups to indicate the digits $2$ to $9$ and $20$ to $50$.


:


At $59$ the pattern stops, and the number $60$ is represented by the digit $1$ once again.

Thus these groupings were placed side by side:
:the rightmost grouping would indicate a number from $1$ to $59$
:the one to the left of that would indicate a number from $60 \times 1$ to $60 \times 59$
and so on, each grouping further to the left indicating another multiplication by $60$


For fractional numbers there was no actual radix point. Instead, the distinction was inferred by context.


The fact that they had no symbol to indicate the zero digit means that this was not a true positional numeral system as such.


For informal everyday arithmetic, they used a decimal system which was the decimal part of the full sexagesimal system.",Definition:Babylonian Number System,"['Definitions/Numeral Systems', 'Definitions/Babylonian Number System', 'Definitions/Babylonian Mathematics']","The number system as used in the   was a positional numeral system where the number base was a combination of decimal (base 10) and sexagesimal (base 60).

The characters were written in   by a combination of:
:a thin vertical wedge shape, to indicate the digit 1
:a fat horizontal wedge shape, to indicate the digit 10
arranged in groups to indicate the digits 2 to 9 and 20 to 50.


:


At 59 the pattern stops, and the number 60 is represented by the digit 1 once again.

Thus these groupings were placed side by side:
:the rightmost grouping would indicate a number from 1 to 59
:the one to the left of that would indicate a number from 60 × 1 to 60 × 59
and so on, each grouping further to the left indicating another multiplication by 60


For fractional numbers there was no actual radix point. Instead, the distinction was inferred by context.


The fact that they had no symbol to indicate the zero digit means that this was not a true positional numeral system as such.


For informal everyday arithmetic, they used a decimal system which was the decimal part of the full sexagesimal system."
Definition:System,System,"The metric system is the colloquial term for the system of measurement based on the metre.

Its main characteristic is that its units are constructed on a decimal system.",Definition:Metric System,"['Definitions/Metric System', 'Definitions/Units of Measurement']","The metric system is the colloquial term for the system of measurement based on the metre.

Its main characteristic is that its units are constructed on a decimal system."
Definition:System,System,"A physical system is a portion of the physical universe which has been chosen for investigation for a particular purpose.


Category:Definitions/Physics",Definition:Physical System,['Definitions/Physics'],"A physical system is a portion of the physical universe which has been chosen for investigation for a particular purpose.


Category:Definitions/Physics"
Definition:System,System,"Let $X$ be a set, and let $\mathcal D \subseteq \mathcal P \left( X \right)$ be a collection of subsets of $X$.


Then $\mathcal D$ is called a Dynkin system (on $X$)  if and only if  it satisfies the following conditions:

:$(1): \quad X \in \mathcal D$
:$(2): \quad \forall D \in \mathcal D: X \setminus D \in \mathcal D$
:$(3): \quad$ For all pairwise disjoint sequences $\left\langle D_n \right\rangle_{n \mathop \in \mathbb N}$ in $\mathcal D$, $\ds \bigcup_{n \mathop \in \mathbb N} D_n \in \mathcal D$",Definition:Dynkin System,"['Definitions/Set Systems', 'Definitions/Measure Theory', 'Definitions/Dynkin Systems']","Let X be a set, and let 𝒟⊆𝒫( X ) be a collection of subsets of X.


Then 𝒟 is called a Dynkin system (on X)  if and only if  it satisfies the following conditions:

:(1):    X ∈𝒟
:(2):   ∀ D ∈𝒟: X ∖ D ∈𝒟
:(3): For all pairwise disjoint sequences ⟨ D_n ⟩_n ∈ℕ in 𝒟, ⋃_n ∈ℕ D_n ∈𝒟"
Definition:System,System,"A numeral system is:
:a set of symbols that is used to represent a specific subset of the set of numbers (usually natural numbers), referred to as numerals
:a set of rules which define how to combine the numerals so as to be able to express other numbers.",Definition:Numeral System,"['Definitions/Numeral Systems', 'Definitions/Numbers']","A numeral system is:
:a set of symbols that is used to represent a specific subset of the set of numbers (usually natural numbers), referred to as numerals
:a set of rules which define how to combine the numerals so as to be able to express other numbers."
Definition:System,System,"Let $S$ be a finite set.

Let $\mathscr F$ be a set of subsets of $S$ satisfying the independence system axioms:
 

The ordered pair $I = \left( S, \mathscr F \right)$ is called an independence system on $S$.",Definition:Independence System,['Definitions/Matroid Theory'],"Let S be a finite set.

Let ℱ be a set of subsets of S satisfying the independence system axioms:
 

The ordered pair I = ( S, ℱ) is called an independence system on S."
Definition:System,System,"Let $L$ be an ordered set.

Let $S$ be a system of $L$.


Then $S$ is closure  if and only if  $S$ inherits infima.",Definition:Closure System,['Definitions/Order Theory'],"Let L be an ordered set.

Let S be a system of L.


Then S is closure  if and only if  S inherits infima."
Definition:System,System,"There are five main classes of number:

:$(1): \quad$ The natural numbers: $\mathbb N = \left\lbrace 0, 1, 2, 3, \ldots \right\rbrace$
::$(1 \text a): \quad$ The non-zero natural numbers: $\mathbb N_{>0} = \left\lbrace 1, 2, 3, \ldots \right\rbrace$
:$(2): \quad$ The integers: $\mathbb Z = \left\lbrace \ldots, -3, -2, -1, 0, 1, 2, 3, \ldots \right\rbrace$
:$(3): \quad$ The rational numbers: $\mathbb Q = \left\lbrace p / q: p, q \in \mathbb Z, q \ne 0 \right\rbrace$
:$(4): \quad$ The real numbers: $\mathbb R = \left\lbrace x: x = \left\langle s_n \right\rangle  \right\rbrace$ where $\left\langle s_n \right\rangle$ is a Cauchy sequence in $\mathbb Q$
:$(5): \quad$ The complex numbers: $\mathbb C = \left\lbrace a + i b: a, b \in \mathbb R, i^2 = -1 \right\rbrace$


It is possible to categorize numbers further, for example:

:The set of algebraic numbers $\mathbb A$ is the subset of the complex numbers which are roots of polynomials with rational coefficients.  The algebraic numbers include the rational numbers, $\sqrt 2$, and the golden section $\varphi$.

:The set of transcendental numbers is the set of all the real numbers which are not algebraic.  The transcendental numbers include $\pi, e$ and $\sqrt 2^{\sqrt 2}$.

:The set of prime numbers (sometimes referred to as $\mathbb P$) is the subset of the integers which have exactly two positive divisors, $1$ and the number itself.  The first several positive primes are $2, 3, 5, 7, 11, 13, \ldots$",Definition:Number,['Definitions/Numbers'],"There are five main classes of number:

:(1): The natural numbers: ℕ = { 0, 1, 2, 3, …}
::(1 a): The non-zero natural numbers: ℕ_>0 = { 1, 2, 3, …}
:(2): The integers: ℤ = {…, -3, -2, -1, 0, 1, 2, 3, …}
:(3): The rational numbers: ℚ = { p / q: p, q ∈ℤ, q  0 }
:(4): The real numbers: ℝ = { x: x = ⟨ s_n ⟩} where ⟨ s_n ⟩ is a Cauchy sequence in ℚ
:(5): The complex numbers: ℂ = { a + i b: a, b ∈ℝ, i^2 = -1 }


It is possible to categorize numbers further, for example:

:The set of algebraic numbers 𝔸 is the subset of the complex numbers which are roots of polynomials with rational coefficients.  The algebraic numbers include the rational numbers, √(2), and the golden section φ.

:The set of transcendental numbers is the set of all the real numbers which are not algebraic.  The transcendental numbers include π, e and √(2)^√(2).

:The set of prime numbers (sometimes referred to as ℙ) is the subset of the integers which have exactly two positive divisors, 1 and the number itself.  The first several positive primes are 2, 3, 5, 7, 11, 13, …"
Definition:System,System,"A Steiner triple system of order $v$ is a BIBD with block size $3$, and each pair of points occurring together in exactly $1$ block (called a triple).",Definition:Steiner Triple System,['Definitions/Design Theory'],"A Steiner triple system of order v is a BIBD with block size 3, and each pair of points occurring together in exactly 1 block (called a triple)."
Definition:System,System,A non-linear system is a system of differential equations which are non-linear.,Definition:Non-Linear System,"['Definitions/Non-Linear Systems', 'Definitions/Differential Equations', 'Definitions/Applied Mathematics', 'Definitions/Branches of Mathematics']",A non-linear system is a system of differential equations which are non-linear.
Definition:System,System,"Hilbert proof systems are a class of proof systems for propositional and predicate logic.

Their characteristics include:

* The presence of many axioms;
* Typically only Modus Ponendo Ponens as a rule of inference.

Specific instances may deviate from this general scheme at some points.",Definition:Hilbert Proof System,"['Definitions/Proof Systems', 'Definitions/Propositional Logic', 'Definitions/Predicate Logic']","Hilbert proof systems are a class of proof systems for propositional and predicate logic.

Their characteristics include:

* The presence of many axioms;
* Typically only Modus Ponendo Ponens as a rule of inference.

Specific instances may deviate from this general scheme at some points."
Definition:System,System,"Let $m \in \mathbb Z_{\ne 0}$ be a non-zero integer.


Let $S := \left\lbrace r_1, r_2, \dotsb, r_s \right\rbrace$ be a set of integers with the properties that:

:$(1): \quad i \ne j \implies r_i \not \equiv r_j \pmod m$

:$(2): \quad \forall n \in \mathbb Z: \exists r_i \in S: n \equiv r_i \pmod m$


Then $S$ is a complete residue system modulo $m$.",Definition:Complete Residue System,['Definitions/Residue Classes'],"Let m ∈ℤ_ 0 be a non-zero integer.


Let S := { r_1, r_2, …, r_s } be a set of integers with the properties that:

:(1):    i  j  r_i ≢r_j  m

:(2):   ∀ n ∈ℤ: ∃ r_i ∈ S: n ≡ r_i  m


Then S is a complete residue system modulo m."
Definition:System,System,"Let $m \in \mathbb Z_{> 0}$ be a (strictly) positive integer.


The reduced residue system modulo $m$, denoted $\mathbb Z'_m$, is the set of all residue classes of $k$ (modulo $m$) which are prime to $m$:

:$\mathbb Z'_m = \left\lbrace \left[\!\left[ k \right]\!\right]_{ }m \in \mathbb Z_m: k \perp m \right\rbrace$


Thus $\mathbb Z'_m$ is the set of all coprime residue classes modulo $m$:
:$\mathbb Z'_m = \left\lbrace \left[\!\left[ a_1 \right]\!\right]_{ }m, \left[\!\left[ a_2 \right]\!\right]_{ }m, \ldots, \left[\!\left[ a_{\phi \left(   \right)m}  \right]\!\right]_{ }m \right\rbrace$
where:
:$\forall k: a_k \perp m$
:$\phi \left(   \right)m$ denotes the Euler phi function of $m$.",Definition:Reduced Residue System,"['Definitions/Residue Classes', 'Definitions/Reduced Residue Systems', 'Definitions/Modulo Arithmetic']","Let m ∈ℤ_> 0 be a (strictly) positive integer.


The reduced residue system modulo m, denoted ℤ'_m, is the set of all residue classes of k (modulo m) which are prime to m:

:ℤ'_m = {[[ k ]]_m ∈ℤ_m: k ⊥ m }


Thus ℤ'_m is the set of all coprime residue classes modulo m:
:ℤ'_m = {[[ a_1 ]]_m, [[ a_2 ]]_m, …, [[ a_ϕ(   )m]]_m }
where:
:∀ k: a_k ⊥ m
:ϕ(   )m denotes the Euler phi function of m."
Definition:System,System,"A set of sets is a set, whose elements are themselves all sets.


Those elements can themselves be assumed to be subsets of some particular fixed set which is frequently referred to as the universe.",Definition:Set of Sets,"['Definitions/Set Systems', 'Definitions/Set Theory']","A set of sets is a set, whose elements are themselves all sets.


Those elements can themselves be assumed to be subsets of some particular fixed set which is frequently referred to as the universe."
