term,def,file_name,extraction_rule,plain_text_def,plain_text_term,mentioned_proofwiki_terms
trivial,"Given a $k$-equivalent graph $G$ with colour classes corresponding to $\textrm{WL}_k(G)$, a set of colour classes $C = \{c_1, c_2,\ldots \}$ of $G$ will be termed to be \emph{trivial} in $G$ if the graph induced on $cl([C])$ is not $k$-equivalent.",1101.5211#wl_gi_arxiv.tex,definition + \emph{},"Given a k-equivalent graph G with colour classes corresponding to WL_k(G), a set of colour classes C = {c_1, c_2,…} of G will be termed to be trivial in G if the graph induced on cl([C]) is not k-equivalent.",trivial,['Trivial']
trivial,"A monoid $M$ is called $\KK$-\emph{trivial} if all $\KK$-classes are
of cardinality one, where $\KK\in \{\RR,\LL,\JJ,\HH,\BB\}$.",1010.3455#jtrivial.tex,definition + \emph{},"A monoid M is called -trivial if all -classes are
of cardinality one, where ∈{,,,,}.",trivial,['Trivial']
trivial extension,"\label{def: triv extn}
Let $\alpha \colon I_M \to X$ be a path.   A  \emph{trivial extension} of $\alpha$ is any path $\alpha' \colon I_{M'} \to X$ of the following form.  For each  $i$ with $0 \leq i \leq M$, choose $t_i \in \Z$ with $t_i \geq 0$.  Then define $\alpha'$ by
%
$$\alpha'(s) = \begin{cases}  \alpha(0) & 0 \leq s \leq t_0\\
\alpha(1) & t_0 + 1 \leq s \leq t_0 + 1 + t_1  \\
\alpha(2) & t_0 + t_1 + 2 \leq s \leq t_0 + t_1 + 2 + t_2  \\
\ \ \vdots & \ \ \vdots \\
\alpha(M) & \sum_{i=0}^{M-1} t_i + M \leq s \leq \sum_{i=0}^{M} t_i + M. \end{cases}
$$
%",1910.08189#EdgeGroupClique.tex,definition + \emph{},"
Let α I_M → X be a path.   A  trivial extension of α is any path α'  I_M'→ X of the following form.  For each  i with 0 ≤ i ≤ M, choose t_i ∈ with t_i ≥ 0.  Then define α' by


    α'(s) = α(0)     0 ≤ s ≤ t_0
    α(1)     t_0 + 1 ≤ s ≤ t_0 + 1 + t_1  
    α(2)     t_0 + t_1 + 2 ≤ s ≤ t_0 + t_1 + 2 + t_2  
      ⋮     ⋮
    α(M)    ∑_i=0^M-1 t_i + M ≤ s ≤∑_i=0^M t_i + M.

",trivial extension,"['Trivial', 'Extension']"
trivial extension,"\label{definition 3.2}
Let $(\sigma,d,d^{'})$ and $(\widetilde{\sigma},\widetilde{d},\widetilde{d^{'}})$ be two partial bijections of $n$. We say that $(\widetilde{\sigma},\widetilde{d},\widetilde{d^{'}})$ is a \textit{trivial extension} of $(\sigma,d,d^{'})$ if:
$$d\subseteq \widetilde{d},~ \widetilde{\sigma}_{|_{d}}=\sigma ~ \text{and} ~ ct(\widetilde{\sigma})=ct(\sigma)\cup \Big(1^\frac{{|\widetilde{d}\setminus d|}}{2}\Big).$$
We denote by $P_\alpha(n)$ the set of all trivial extensions of $\alpha$ in $Q_n$.","1212.5375#StructureCoefficientsOfTheHeckeAlgebraOf_S2n,Bn_.tex",definition + \textit{},"
Let (σ,d,d^') and (σ,d,d^') be two partial bijections of n. We say that (σ,d,d^') is a trivial extension of (σ,d,d^') if:

    d⊆d, σ_|_d=σ and  ct(σ)=ct(σ)∪(1^|d∖ d|/2).

We denote by P_α(n) the set of all trivial extensions of α in Q_n.",trivial extension,"['Trivial', 'Extension']"
trivial;nontrivial,[{\bf trivial}]We say a degree sequence is \emph{trivial} if its maximum element is less than $k$. Otherwise it is \emph{nontrivial} .,1807.04997#kindepCurrent.tex,definition + \emph{},[trivial]We say a degree sequence is trivial if its maximum element is less than k. Otherwise it is nontrivial .,trivial;nontrivial,['Trivial']
trivial;nontrivial,"A simple oriented cycle $C$ of a skew leaper is \emph{trivial} if the sum of the associated direction matrices over $C$ is the zero matrix, and \emph{nontrivial} otherwise. A simple cycle $C$ of a skew leaper is trivial if any (or, equivalently, both) of its two orientations are, and nontrivial otherwise.",1706.08845#sl.tex,definition + \emph{},"A simple oriented cycle C of a skew leaper is trivial if the sum of the associated direction matrices over C is the zero matrix, and nontrivial otherwise. A simple cycle C of a skew leaper is trivial if any (or, equivalently, both) of its two orientations are, and nontrivial otherwise.",trivial;nontrivial,['Trivial']
tropical linear space,"The \emph{tropical linear space} associated with the valuated matroid $(M,v)$ is the set
  \begin{equation}
   B(M,v) \ := \ \left\{ x \in \R^n\;\mid\; M_x \textnormal{ is loop-free}\right\}/\R\1\enspace.
  \end{equation}",1612.03592#main.tex,definition + \emph{},"The tropical linear space associated with the valuated matroid (M,v) is the set
  
    B(M,v)  :=  { x ∈^n |  M_x  is loop-free}/.
",tropical linear space,['Space']
tropical linear space,"Let $p:[e]^d\to  \RR\cup\{-\infty\}$ be a tropical Pl\""ucker vector. The \emph{tropical linear space} $L_p$ consists of all points $x\in \mathbb T\mathbb P^{e-1}$ such that, for any $(d+1)$-subset $\tau$ of $[e]$, the maximum of the numbers $p(\tau-\{\tau_i\})+x_{\tau_i}$, for $i=1,\ldots, d$, is attained at least twice.",1710.02682#tropical_pca_oct_14.tex,definition + \emph{},"Let p:[e]^d→∪{-∞} be a tropical Plücker vector. The tropical linear space L_p consists of all points x∈𝕋ℙ^e-1 such that, for any (d+1)-subset τ of [e], the maximum of the numbers p(τ-{τ_i})+x_τ_i, for i=1,…, d, is attained at least twice.",tropical linear space,['Space']
tropical linear space,"Let $S$ be a totally ordered idempotent semifield,
	and let $w \in S^{\binom{E}{d}}$ be a tropical Pl\""ucker vector.
	Then the \emph{tropical linear space} associated to $w$
	is the intersection of the tropical hyperplanes defined by 
	\begin{equation*}
		\sum_{i \in J} w_{J-i}x_i	
	\end{equation*}
	over all $J \in \binom{E}{d+1}$.
	The tropical linear space associated to $w$ is denoted $L_w$.",1808.02150#image_paper.tex,definition + \emph{},"Let S be a totally ordered idempotent semifield,
	and let w ∈ S^Ed be a tropical Plücker vector.
	Then the tropical linear space associated to w
	is the intersection of the tropical hyperplanes defined by 
	
    ∑_i ∈ J w_J-ix_i

	over all J ∈Ed+1.
	The tropical linear space associated to w is denoted L_w.",tropical linear space,['Space']
tropical semifield,"The \emph{tropical semifield} on a finite family of variables $u_j,\ j \in J$, is the abelian group (written multiplicatively) $\text{Trop}(u_j: j \in J)$ freely generated by the $u_j,\ j \in J$. It is endowed with an auxiliary addition~$\oplus$ defined by
\begin{equation}
\label{eq:tropical-addition}
\prod_j u_j^{a_j} \oplus \prod_j u_j^{b_j} =
\prod_j u_j^{\min (a_j, b_j)} \,.
\end{equation}
% Note that if $J$ is empty, we obtain the trivial semifield consisting of a single element~$1$.",1112.3578#markov_v2.tex,definition + \emph{},"The tropical semifield on a finite family of variables u_j, j ∈ J, is the abelian group (written multiplicatively) Trop(u_j: j ∈ J) freely generated by the u_j, j ∈ J. It is endowed with an auxiliary addition ⊕ defined by

    ∏_j u_j^a_j⊕∏_j u_j^b_j =
    ∏_j u_j^min (a_j, b_j) .

",tropical semifield,['Field']
tropical semifield,"(Tropical Arithmetic)
	%	We define $\textit{tropical semifield}$ $ \mathbb{T}=\mathbb{R}\cup\{\infty\}$ with tropical addition $a\bigoplus b=max\{a,b\}$ and tropical multiplication $a\bigodot b=a+b$.
	%",1710.10126#non-smooth_quartics.tex,definition + \textit{},"(Tropical Arithmetic)
	
	",tropical semifield,['Field']
tube;nested;far apart;compatible;universal tube;tubing;tubing,"Let $G$ be a finite connected simple graph.  A \emph{tube} is a set
of nodes of $G$ whose induced graph is a connected subgraph of $G$.
For a given tube $t$ and a graph $G$, let $G(t)$ denote the induced
subgraph on the graph $G$. We will often refer to the induced graph
itself as the tube. Two tubes $u$ and $v$ may interact on the graph
as follows:
\begin{enumerate}
\item Tubes are \emph{nested} if  $u \subset v$.
\item Tubes are \emph{far apart} if $u \cup v$ is not a tube in $G,$ that is, the induced subgraph of the union
 is not connected, (equivalently
none of the nodes of $u$ are adjacent to a node of $v$).
\end{enumerate}
Tubes are \emph{compatible} if they are either nested or far apart. We call $G$
itself the \emph{universal tube} .
 A \emph{tubing} $U$ of $G$ is a set of tubes of $G$ such that every pair of tubes in $U$ is
 compatible; moreover, we force every tubing of $G$ to contain (by default) its universal tube.
By the
 term $k$-\emph{tubing} we refer to a tubing made up of $k$ tubes, for $k \in \{1,\dots,n\}.$",1608.08546#stello_both.tex,definition + \emph{},"Let G be a finite connected simple graph.  A tube is a set
of nodes of G whose induced graph is a connected subgraph of G.
For a given tube t and a graph G, let G(t) denote the induced
subgraph on the graph G. We will often refer to the induced graph
itself as the tube. Two tubes u and v may interact on the graph
as follows:


  * Tubes are nested if  u ⊂ v.

  * Tubes are far apart if u ∪ v is not a tube in G, that is, the induced subgraph of the union
 is not connected, (equivalently
none of the nodes of u are adjacent to a node of v).

Tubes are compatible if they are either nested or far apart. We call G
itself the universal tube .
 A tubing U of G is a set of tubes of G such that every pair of tubes in U is
 compatible; moreover, we force every tubing of G to contain (by default) its universal tube.
By the
 term k-tubing we refer to a tubing made up of k tubes, for k ∈{1,…,n}.",tube;nested;far apart;compatible;universal tube;tubing;tubing,"['Compatible', 'Universal']"
tube;nested;far apart;compatible;universal tube;tubing;tubing,"Let $G$ be a finite connected simple graph, with $n$ numbered nodes.
A \emph{tube} is a set of nodes of $G$ whose induced graph is a
connected subgraph of $G$. Two tubes $u$ and $v$ may interact on the
graph as follows:
\begin{enumerate}
\item Tubes are \emph{nested} if  $u \subset v$.
\item Tubes are \emph{far apart} if $u \cup v$ is not a tube in $G,$ that is, the induced subgraph of the union
 is not connected, or
none of the nodes of $u$ are adjacent to a node of $v$.
\end{enumerate}
Tubes are \emph{compatible} if they are either nested or far apart.
We call $G$ itself the \emph{universal tube} .
 A \emph{tubing} $T$ of $G$ is a set of tubes of $G$ such that every pair of tubes in $T$ is
 compatible; moreover, we force every tubing of $G$ to contain (by default) its universal tube.
By the
 term $k$-\emph{tubing} we refer to a tubing made up of $k$ tubes, for $k \in \{1,\dots,n\}.$",1109.6687#forcey.tex,definition + \emph{},"Let G be a finite connected simple graph, with n numbered nodes.
A tube is a set of nodes of G whose induced graph is a
connected subgraph of G. Two tubes u and v may interact on the
graph as follows:


  * Tubes are nested if  u ⊂ v.

  * Tubes are far apart if u ∪ v is not a tube in G, that is, the induced subgraph of the union
 is not connected, or
none of the nodes of u are adjacent to a node of v.

Tubes are compatible if they are either nested or far apart.
We call G itself the universal tube .
 A tubing T of G is a set of tubes of G such that every pair of tubes in T is
 compatible; moreover, we force every tubing of G to contain (by default) its universal tube.
By the
 term k-tubing we refer to a tubing made up of k tubes, for k ∈{1,…,n}.",tube;nested;far apart;compatible;universal tube;tubing;tubing,"['Compatible', 'Universal']"
twist loop;$ n $-twist loop,"[Twist loop]
A \textit{twist loop} is a knot obtained by twisting the unknot. We refer to a twist loop of $ n $ half twists as \textit{$ n $-twist loop} \cite{Ramaharo,RR}.  We  let $ T_n $ denote an $ n $-twist loop, with 
\begin{equation}
T_n:=\protect\includegraphics[width=0.345\linewidth,valign=c]{Tn-connection}=\protect\includegraphics[width=0.2\linewidth,valign=c]{nTwistLoop1}.
\end{equation}",1802.07701#statistic_knot.tex.tex,definition + \textit{},"[Twist loop]
A twist loop is a knot obtained by twisting the unknot. We refer to a twist loop of n half twists as n-twist loop <cit.>.  We  let T_n denote an n-twist loop, with 

    T_n:=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    .
",twist loop;n-twist loop,['Loop']
twist loop;$ n $-twist loop,"Let $ n $ be a natural number. A \textit{twist loop} is a knot obtained by repeatedly twisting a closed loop. We call a twist loop of $ n $ half-twists a \textit{$ n $-twist loop} , and we refer to such knot as $ T_n $. For instance, the $ 0 $-twist loop and the $ 6 $-twist loop are illustrated in \Figs{Fig:6TwsitLoop}.
\begin{figure}[H]
\centering
\includegraphics[width=0.4\linewidth]{6-twist-loop}
\caption{The $ 0 $-twist loop (unknot) and the $ 6 $-twist loop.}
\label{Fig:6TwsitLoop}
\end{figure}",1712.06543#ramaharo.tex,definition + \textit{},"Let n be a natural number. A twist loop is a knot obtained by repeatedly twisting a closed loop. We call a twist loop of n half-twists a n-twist loop , and we refer to such knot as T_n. For instance, the 0-twist loop and the 6-twist loop are illustrated in Fig:6TwsitLoop.


    < g r a p h i c s >

The 0-twist loop (unknot) and the 6-twist loop.

",twist loop;n-twist loop,['Loop']
ultralimit;limit natural number;limit real number,"[Limit objects]
Given a sequence $(x_\n)_{\n \in \N}$ of standard objects in ${\mathfrak U}$, we define their \emph{ultralimit} $\lim_{\n \to \alpha} x_\n$ to be the equivalence class of all sequences $(y_\n)_{\n \in \N}$ of standard objects in ${\mathfrak U}$ such that $x_\n = y_\n$ for $\n$ sufficiently close to $\alpha$.  Note that the ultralimit $\lim_{\n \to \alpha} x_\n$ can also be defined even if $x_\n$ is only defined for $\n$ sufficiently close to $\alpha$.

An ultralimit of standard natural numbers is known as a \emph{limit natural number} , an ultralimit of standard real numbers is known as a \emph{limit real number} , etc.

For any standard object $x$, we identify $x$ with its own ultralimit $\lim_{\n \to \alpha} x$.  Thus, every standard natural number is a limit natural number, etc.

Any operation or relation on standard objects can be extended to limit objects in the obvious manner.  For instance, the sum of two limit real numbers $\lim_{\n \to \alpha} x_\n$, $\lim_{\n \to \alpha} y_\n$ is the limit real number
$$\lim_{\n \to \alpha} x_\n + \lim_{\n \to \alpha} y_\n = \lim_{\n \to \alpha} x_\n + y_\n,$$
and the statement $\lim_{\n \to \alpha} x_\n < \lim_{\n \to \alpha} y_\n$ means that $x_\n < y_\n$ for all $\n$ sufficiently close to $\alpha$.",1101.1469#1101.1469.tex,definition + \emph{},"[Limit objects]
Given a sequence (x_)_∈ of standard objects in 𝔘, we define their ultralimit lim_→α x_ to be the equivalence class of all sequences (y_)_∈ of standard objects in 𝔘 such that x_ = y_ for  sufficiently close to α.  Note that the ultralimit lim_→α x_ can also be defined even if x_ is only defined for  sufficiently close to α.

An ultralimit of standard natural numbers is known as a limit natural number , an ultralimit of standard real numbers is known as a limit real number , etc.

For any standard object x, we identify x with its own ultralimit lim_→α x.  Thus, every standard natural number is a limit natural number, etc.

Any operation or relation on standard objects can be extended to limit objects in the obvious manner.  For instance, the sum of two limit real numbers lim_→α x_, lim_→α y_ is the limit real number

    lim_→α x_ + lim_→α y_ = lim_→α x_ + y_,

and the statement lim_→α x_ < lim_→α y_ means that x_ < y_ for all  sufficiently close to α.",ultralimit;limit natural number;limit real number,['Limit']
ultralimit;limit natural number;limit real number,"[Limit objects]
Given a sequence $(x_\n)_{\n \in \N}$ of standard objects in ${\mathfrak U}$, we define their \emph{ultralimit} $\lim_{\n \to p} x_\n$ to be the equivalence class of all sequences $(y_\n)_{\n \in \N}$ of standard objects in ${\mathfrak U}$ such that $x_\n = y_\n$ for $\n$ sufficiently close to $p$.  Note that the ultralimit $\lim_{\n \to p} x_\n$ can also be defined even if $x_\n$ is only defined for $\n$ sufficiently close to $p$.

An ultralimit of standard natural numbers is known as a \emph{limit natural number} , an ultralimit of standard real numbers is known as a \emph{limit real number} , etc.

For any standard object $x$, we identify $x$ with its own ultralimit $\lim_{\n \to p} x$.  Thus, every standard natural number is a limit natural number, etc.

Any operation or relation on standard objects can be extended to limit objects in the obvious manner.  For instance, the sum of two limit real numbers $\lim_{\n \to p} x_\n$, $\lim_{\n \to p} y_\n$ is the limit real number
$$\lim_{\n \to p} x_\n + \lim_{\n \to p} y_\n = \lim_{\n \to p} x_\n + y_\n,$$
and the statement $\lim_{\n \to p} x_\n < \lim_{\n \to p} y_\n$ means that $x_\n < y_\n$ for all $\n$ sufficiently close to $p$.",1009.3998#1009.3998.tex,definition + \emph{},"[Limit objects]
Given a sequence (x_)_∈ of standard objects in 𝔘, we define their ultralimit lim_→ p x_ to be the equivalence class of all sequences (y_)_∈ of standard objects in 𝔘 such that x_ = y_ for  sufficiently close to p.  Note that the ultralimit lim_→ p x_ can also be defined even if x_ is only defined for  sufficiently close to p.

An ultralimit of standard natural numbers is known as a limit natural number , an ultralimit of standard real numbers is known as a limit real number , etc.

For any standard object x, we identify x with its own ultralimit lim_→ p x.  Thus, every standard natural number is a limit natural number, etc.

Any operation or relation on standard objects can be extended to limit objects in the obvious manner.  For instance, the sum of two limit real numbers lim_→ p x_, lim_→ p y_ is the limit real number

    lim_→ p x_ + lim_→ p y_ = lim_→ p x_ + y_,

and the statement lim_→ p x_ < lim_→ p y_ means that x_ < y_ for all  sufficiently close to p.",ultralimit;limit natural number;limit real number,['Limit']
ultralimit;nonstandard natural number;nonstandard real number,"[Nonstandard objects]
Given a sequence $(x_\n)_{\n \in \N}$ of standard objects in ${\mathfrak U}$, we define their \emph{ultralimit} $\lim_{\n \to \alpha} x_\n$ to be the equivalence class of all sequences $(y_\n)_{\n \in \N}$ of standard objects in ${\mathfrak U}$ such that $x_\n = y_\n$ for $\n$ sufficiently close to $\alpha$.  Note that the ultralimit $\lim_{\n \to \alpha} x_\n$ can also be defined even if $x_\n$ is only defined for $\n$ sufficiently close to $\alpha$.

An ultralimit of standard natural numbers is known as a \emph{nonstandard natural number} , an ultralimit of standard real numbers is known as a \emph{nonstandard real number} , and so on.

For any standard object $x$, we identify $x$ with its own ultralimit $\lim_{\n \to \alpha} x$.  Thus, every standard natural number is a nonstandard natural number, etc.

Any operation or relation on standard objects can be extended to nonstandard objects in the obvious manner.  Indeed, if $O$ is a $k$-ary operation, we define
$$ O( \lim_{\n \to \alpha} x^1_\n, \ldots, \lim_{\n \to \alpha} x^k_\n ) := \lim_{\n \to \alpha} O( x^1_\n, \ldots, x^k_\n ) $$
and if $R$ is a $k$-ary relation, we define $R(\lim_{\n \to \alpha} x^1_\n, \ldots, \lim_{\n \to \alpha} x^k_\n )$ to be true iff $R(x^1_\n,\ldots,x^k_\n)$ is true for all $\n$ sufficiently close to $\alpha$.  One easily verifies that these nonstandard extensions of $O$ and $R$ are well-defined.",1110.5008#structure.tex,definition + \emph{},"[Nonstandard objects]
Given a sequence (x_)_∈ of standard objects in 𝔘, we define their ultralimit lim_→α x_ to be the equivalence class of all sequences (y_)_∈ of standard objects in 𝔘 such that x_ = y_ for  sufficiently close to α.  Note that the ultralimit lim_→α x_ can also be defined even if x_ is only defined for  sufficiently close to α.

An ultralimit of standard natural numbers is known as a nonstandard natural number , an ultralimit of standard real numbers is known as a nonstandard real number , and so on.

For any standard object x, we identify x with its own ultralimit lim_→α x.  Thus, every standard natural number is a nonstandard natural number, etc.

Any operation or relation on standard objects can be extended to nonstandard objects in the obvious manner.  Indeed, if O is a k-ary operation, we define

    O( lim_→α x^1_, …, lim_→α x^k_ ) := lim_→α O( x^1_, …, x^k_ )

and if R is a k-ary relation, we define R(lim_→α x^1_, …, lim_→α x^k_ ) to be true iff R(x^1_,…,x^k_) is true for all  sufficiently close to α.  One easily verifies that these nonstandard extensions of O and R are well-defined.",ultralimit;nonstandard natural number;nonstandard real number,['Limit']
