file_name,extraction_rule,plain_text_def,plain_text_term
1005.3364#paperCL_IMRN.tex,definition + \emph{},"
  Given an affine variety X⊂^N with defining ideal
  I=I(X), we define the tropicalization of X to be the set

    X = I={w∈^N: _w(I)  does not contain a monomial}.

Here, _w(I)=⟨_w(f): f∈ I⟩, and if
f=∑_α c_α x^α

, then _w(f)=∑_α· w =W
c_α x^α, where W=min{α· w:
c_α≠ 0}.  If 
X⊂^N, then its tropicalization is defined as
X'⊂^N+1, where X' is the affine cone over X in
^N+1.",tropicalization
1104.4152#JAC_Repost.tex,definition + \emph{},"For a rank r matroid M, the kth truncation T^k(M) of M is the matroid of rank r - k on E(M) whose rank function  is given as follows:  For X ⊆ E(M), 
    (X) =  r - k    _M(X) ≥ r - k, 
    _M(X)    otherwise.
",truncation
1104.2519#1104.2519.tex,definition + \emph{},"For a matroid  of rank r+1 on E and k≤ r, let the truncation _k() be the matroid on E with rank function r_k given by

    r_k(I)=min{r(I),k+1}.
",truncation
1508.03915#1508.03915.tex,definition + \emph{},Let G be a connected graph. A tube of G is a subset B ⊂ V(G) which generates a connected subgraph of G. A tube B is trivial if |B| = 1.,tube
1910.00670#ForceyRoncoSept2019.tex,definition + \emph{}," A tube is a set of nodes of  whose induced graph is a connected subgraph of .
For a given tube t and a graph , let _t denote the induced subgraph on the graph . When  is connected, the set of all nodes of  determines the universal tube t_.

For any tube t∈, the reconnected complement _t^* is the graph whose set of nodes is ()∖{t}, and whose edges are determined by the pairs of nodes {v,w } satisfying one of the following conditions:

  * the edge { v,w} belongs to (),

  * there exists nodes u and u in t such that {v,u} and { w ,u} belong to ().",tube
1608.08546#stello_both.tex,definition + \emph{},"Let G be a finite connected simple graph.  A tube is a set
of nodes of G whose induced graph is a connected subgraph of G.
For a given tube t and a graph G, let G(t) denote the induced
subgraph on the graph G. We will often refer to the induced graph
itself as the tube. Two tubes u and v may interact on the graph
as follows:


  * Tubes are nested if  u ⊂ v.

  * Tubes are far apart if u ∪ v is not a tube in G, that is, the induced subgraph of the union
 is not connected, (equivalently
none of the nodes of u are adjacent to a node of v).

Tubes are compatible if they are either nested or far apart. We call G
itself the universal tube .
 A tubing U of G is a set of tubes of G such that every pair of tubes in U is
 compatible; moreover, we force every tubing of G to contain (by default) its universal tube.
By the
 term k-tubing we refer to a tubing made up of k tubes, for k ∈{1,…,n}.",tube;nested;far apart;compatible;universal tube;tubing;tubing
1109.6687#forcey.tex,definition + \emph{},"Let G be a finite connected simple graph, with n numbered nodes.
A tube is a set of nodes of G whose induced graph is a
connected subgraph of G. Two tubes u and v may interact on the
graph as follows:


  * Tubes are nested if  u ⊂ v.

  * Tubes are far apart if u ∪ v is not a tube in G, that is, the induced subgraph of the union
 is not connected, or
none of the nodes of u are adjacent to a node of v.

Tubes are compatible if they are either nested or far apart.
We call G itself the universal tube .
 A tubing T of G is a set of tubes of G such that every pair of tubes in T is
 compatible; moreover, we force every tubing of G to contain (by default) its universal tube.
By the
 term k-tubing we refer to a tubing made up of k tubes, for k ∈{1,…,n}.",tube;nested;far apart;compatible;universal tube;tubing;tubing
1710.10524#main.tex,definition + \emph{},"(Twist) For X ⊆ E, define the twist D*X := (E, {X Δ F: F ∈}).",twist
1601.03003#main.tex,definition + \emph{}," Let M = (E,ℱ) be a set system. For X ⊆ M, define the twist M*X to be the set system (E, {F Δ X : F ∈ℱ}).",twist
1802.07701#statistic_knot.tex.tex,definition + \textit{},"[Twist loop]
A twist loop is a knot obtained by twisting the unknot. We refer to a twist loop of n half twists as n-twist loop <cit.>.  We  let T_n denote an n-twist loop, with 

    T_n:=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    .
",twist loop;n-twist loop
1712.06543#ramaharo.tex,definition + \textit{},"Let n be a natural number. A twist loop is a knot obtained by repeatedly twisting a closed loop. We call a twist loop of n half-twists a n-twist loop , and we refer to such knot as T_n. For instance, the 0-twist loop and the 6-twist loop are illustrated in Fig:6TwsitLoop.


    < g r a p h i c s >

The 0-twist loop (unknot) and the 6-twist loop.

",twist loop;n-twist loop
1712.06543#ramaharo.tex,definition + \textit{},"[Denton and Doyle <cit.>] Let us draw the shadow diagram on a sphere. When we have a loop on the outside edge of the diagram, we can redraw this loop around the other side of the diagram by pulling the entire loop around the far side of the sphere without affecting the constraints on any of the already existing crossings (see Fig:0SMove). We call the move a type 0 move on the sphere , denoted 0S^2. 


    < g r a p h i c s >

Denton–Doyle type 0 move on the sphere.

",type 0 move on the sphere
1802.07701#statistic_knot.tex.tex,definition + \textit{},"[Denton and Doyle <cit.>] 
When we have a loop on the outside edge of the  diagram, we can redraw this loop around the other side of the diagram by pulling the entire loop around across the far side of the sphere without affecting the  constraints on any of the already existing crossings (see Fig:0Smove). The move is called  a type 0 move on the sphere , denoted 0S^2. 


    < g r a p h i c s >

Denton and Doyle type 0 move on the sphere.

",type 0 move on the sphere
1404.0697#tree-packing.tex,definition[],"
Let i∈ [c].
A pair uv∈V2 is called i-typical if ((u,v,_i)-μ(_i))^2≤√(α)n^2, and i-atypical, otherwise.

An edge uv∈ E is called typical, if it is i-typical for each i∈ [c], and atypical otherwise.",typical
1210.0635#1210.0635.tex,definition + \emph{},"A degree sequence (d_1,d_2,…,d_n) is called typical if the following three properties hold:


  * 1/2∑_i=1^nd_i ≥cn/3,

  * ln^3/4n ≤max_1≤ i≤ nd_i ≤ln n,

  * i : d_i≥ b_0≤ nln nexp-ln^1/4n.
",typical
1101.1469#1101.1469.tex,definition + \emph{},"[Limit objects]
Given a sequence (x_)_∈ of standard objects in 𝔘, we define their ultralimit lim_→α x_ to be the equivalence class of all sequences (y_)_∈ of standard objects in 𝔘 such that x_ = y_ for  sufficiently close to α.  Note that the ultralimit lim_→α x_ can also be defined even if x_ is only defined for  sufficiently close to α.

An ultralimit of standard natural numbers is known as a limit natural number , an ultralimit of standard real numbers is known as a limit real number , etc.

For any standard object x, we identify x with its own ultralimit lim_→α x.  Thus, every standard natural number is a limit natural number, etc.

Any operation or relation on standard objects can be extended to limit objects in the obvious manner.  For instance, the sum of two limit real numbers lim_→α x_, lim_→α y_ is the limit real number

    lim_→α x_ + lim_→α y_ = lim_→α x_ + y_,

and the statement lim_→α x_ < lim_→α y_ means that x_ < y_ for all  sufficiently close to α.",ultralimit;limit natural number;limit real number
1009.3998#1009.3998.tex,definition + \emph{},"[Limit objects]
Given a sequence (x_)_∈ of standard objects in 𝔘, we define their ultralimit lim_→ p x_ to be the equivalence class of all sequences (y_)_∈ of standard objects in 𝔘 such that x_ = y_ for  sufficiently close to p.  Note that the ultralimit lim_→ p x_ can also be defined even if x_ is only defined for  sufficiently close to p.

An ultralimit of standard natural numbers is known as a limit natural number , an ultralimit of standard real numbers is known as a limit real number , etc.

For any standard object x, we identify x with its own ultralimit lim_→ p x.  Thus, every standard natural number is a limit natural number, etc.

Any operation or relation on standard objects can be extended to limit objects in the obvious manner.  For instance, the sum of two limit real numbers lim_→ p x_, lim_→ p y_ is the limit real number

    lim_→ p x_ + lim_→ p y_ = lim_→ p x_ + y_,

and the statement lim_→ p x_ < lim_→ p y_ means that x_ < y_ for all  sufficiently close to p.",ultralimit;limit natural number;limit real number
1110.5008#structure.tex,definition + \emph{},"[Nonstandard objects]
Given a sequence (x_)_∈ of standard objects in 𝔘, we define their ultralimit lim_→α x_ to be the equivalence class of all sequences (y_)_∈ of standard objects in 𝔘 such that x_ = y_ for  sufficiently close to α.  Note that the ultralimit lim_→α x_ can also be defined even if x_ is only defined for  sufficiently close to α.

An ultralimit of standard natural numbers is known as a nonstandard natural number , an ultralimit of standard real numbers is known as a nonstandard real number , and so on.

For any standard object x, we identify x with its own ultralimit lim_→α x.  Thus, every standard natural number is a nonstandard natural number, etc.

Any operation or relation on standard objects can be extended to nonstandard objects in the obvious manner.  Indeed, if O is a k-ary operation, we define

    O( lim_→α x^1_, …, lim_→α x^k_ ) := lim_→α O( x^1_, …, x^k_ )

and if R is a k-ary relation, we define R(lim_→α x^1_, …, lim_→α x^k_ ) to be true iff R(x^1_,…,x^k_) is true for all  sufficiently close to α.  One easily verifies that these nonstandard extensions of O and R are well-defined.",ultralimit;nonstandard natural number;nonstandard real number
1211.2894#1211.2894.tex,definition + \emph{},"[Nonstandard objects and functions]
Given a sequence (x_)_∈ of standard objects in 𝔘, we define their ultralimit lim_→α x_ to be the equivalence class of all sequences (y_)_∈ of standard objects in 𝔘 such that x_ = y_ for  sufficiently close to α.  Note that the ultralimit lim_→α x_ can also be defined even if x_ is only defined for  sufficiently close to α.

An ultralimit of standard natural numbers is known as a nonstandard natural number , an ultralimit of standard real numbers is known as a nonstandard real number , and so on.

For any standard object x, we identify x with its own ultralimit lim_→α x.  Thus, every standard natural number is a nonstandard natural number, etc.

Any operation or relation on standard objects can be extended to nonstandard objects in the obvious manner.  Indeed, if O is a k-ary operation, we define

    O( lim_→α x^1_, …, lim_→α x^k_ ) := lim_→α O( x^1_, …, x^k_ )

and if R is a k-ary relation, we define R(lim_→α x^1_, …, lim_→α x^k_ ) to be true iff R(x^1_,…,x^k_) is true for all  sufficiently close to α.  One easily verifies that these nonstandard extensions of O and R are well-defined.",ultralimit;nonstandard natural number;nonstandard real number
1307.0027#merge_art.tex,definition + \emph{},"Let C be a permutation class, and let π be an element of C. We say that
π is unavoidable in C , if C has no irredundant splitting that
contains (π) as a part. We let C denote the set of all
the unavoidable permutations in C.",unavoidable in C
1704.08732#main.tex,definition + \emph{},"
Let C be a permutation class. We say that a permutation π∈ C is unavoidable in C ,
if for any permutation τ∈ C, there is a permutation σ∈ C such that any red-blue
coloring of σ has a red copy of τ or a blue copy of π. We let U_C denote the set
of all unavoidable permutations in C.",unavoidable in C
1801.05498#gi-pseudo.tex,definition + \emph{},We call a graph unicyclic if it contains exactly one cycle.,unicyclic
1911.10869#ASBG-Colouring_Paper.tex,definition + \emph{},A graph is unicyclic if it is connected and contains exactly one cycle.,unicyclic
"1109.5437#VC_Density,_II.tex",definition + \emph{},"We say that Δ has uniform definability of types over finite sets (abbreviated as UDTFS) in 𝐌 with d parameters if there are finitely many families 

    𝒟_i=(d_φ,i(y;y_1,…,y_d))_∈Δ     (i∈ I)
 
of ℒ-formulas (with y_j=y for j=1,…,d) such that for every finite  set B⊆ M^y
and q∈ S^Δ(B) there are b_1,…,b_d ∈ B and some i∈ I such that 𝒟_i(y;b_1,…,b_d)
defines q.  We call the family 𝒟=(𝒟_i)_i∈ I a uniform definition of Δ(x;B)-types over finite sets in 𝐌 with d parameters.",uniform definability of types over finite sets;UDTFS;uniform definition of Δ(x;B)-types over finite sets
1109.5438#1109.5438.tex,definition + \emph{},"
We say that Δ has uniform definability of types over finite sets (abbreviated as UDTFS) in 𝐌 if there are finitely many families 

    ℱ_i=(φ_i(y;y_1,…,y_d))_∈Δ     (i∈ I)
 
of ℒ-formulas (where y_j=y for every j=1,…,d) such that for every finite  set B⊆ M^y
and q∈ S^Δ(B) there are b_1,…,b_d ∈ B and some i∈ I such that ℱ_i(y;b_1,…,b_d)
defines q. We call the family ℱ=(ℱ_i)_i∈ I a uniform definition of Δ(x;B)-types over finite sets in 𝐌 with d parameters. If Δ={φ} is a singleton, we also speak of φ having UDTFS.",uniform definability of types over finite sets;UDTFS;uniform definition of Δ(x;B)-types over finite sets
0907.2326#Journal.tex,theorem + \emph{},"
Let _n denote a random labeled biconnected planar graph with n vertices, and let ω = ω(n) be any function such that lim_n→∞ω(n)=∞. Let >0. Then, _n contains a.a.s. a unique largest core with (1±)cn vertices, where c=0.765… is given explicitely. Moreover, every other core contains at most n^2/3ω(n) vertices, and there are (1±)c_ℓ n cores with ℓ vertices, where 4 ≤ℓ = O(n^2/3) and the c_ℓ are given explicitely.",unique
1711.06919#main.tex,theorem + \emph{},"

Let F'_i,F_i (i = 1, …, n-1) be the coplactic lowering operators on  defined in Definitions <ref> and <ref> respectively, with partial inverse (raising) operators E_i', E_i. 






  (i) The highest-weight elements of  (those for which E_i(T) = E_i'(T) = ∅ for all i) are precisely the type B Littlewood-Richardson tableaux.

  (ii) 
Each connected component of the induced graph on  has a unique highest-weight element.
",unique
1706.09969#ArXiv-Crystal.tex,theorem + \emph{},"
			There are combinatorially-defined lowering operators F_i,F'_i (i = 1, …, n-1) on (λ/μ,n), with partial inverse (raising) operators E_i, E'_i, depending only on the reading word of the tableau, with the following properties:
			
				
  (i) They are coplactic for shifted jeu de taquin.
				
				
  (ii) The highest-weight elements (those for which E_i(T) = E_i'(T) = ∅ for all i) are precisely the type B Littlewood-Richardson tableaux.
				
  (iii) Let  be the induced graph on (λ/μ,n). Then each connected component of  has a unique highest-weight element.
			",unique
1903.04492#apkuramoto.tex,theorem + \emph{},"For N > 1,
    the facet subsystem (<ref>) supported by a primitive facet subnetwork 
    has a unique complex solution for which x_i  0 for each 
    i=1,…,n.",unique
1512.02317#1512.02317.tex,theorem + \emph{}," Given any choice of strictly positive weights
λ,μ>0, there exists an integer m_0 such that for m≥ m_0
the star mechanism is the unique minimizer in 𝔐(m) of
λπ(M)+μτ(M).",unique
