title,term,definition
Definition:Separated Points,Separated,"Let ( S, τ) be a topological space.

Let x, y ∈ S such that both of the following hold:

:∃ U ∈τ: x ∈ U, y ∉ U
:∃ V ∈τ: y ∈ V, x ∉ V


Then x and y are separated points."
Definition:Separated Sets,Separated,"Let T = ( S, τ) be a topological space.

Let A, B ⊆ S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let A, B ⊆ S.


A and B are separated (in T)  if and only if :
:A^- ∩ B = A ∩ B^- = ∅
where:
:A^- denotes the closure of A in T
:∅ denotes the empty set.


A and B are said to be separated sets (of T).

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let A, B ⊆ S.


A and B are separated (in T)  if and only if  there exist U,V∈τ with:
:A ⊂ U and U ∩ B = ∅
:B ⊂ V and V ∩ A = ∅
where ∅ denotes the empty set.


A and B are said to be separated sets (of T).

Category:Definitions/Topology

A and B are said to be separated sets (of T)."
Definition:Points Separated by Neighborhoods/Neighborhoods,Separated,"Let T = ( S, τ) be a topological space.


Let x, y ∈ S such that:

:∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ∈ U ⊆ N_x, y ∈ V ⊆ N_y: N_x ∩ N_y = ∅


That is, that x and y both have neighborhoods in T which are disjoint.


Then x and y are described as separated by neighborhoods.


Thus two points are separated by neighborhoods x and y  if and only if  the two singleton sets { x } and { y } are separated by neighborhoods as sets.

Category:Definitions/Separated by Neighborhoods"
Definition:Sets Separated by Neighborhoods/Neighborhoods,Separated,"Let T = ( S, τ) be a topological space.


Let A, B ⊆ S such that:
:∃ N_A, N_B ⊆ S: ∃ U, V ∈τ: A ⊆ U ⊆ N_A, B ⊆ V ⊆ N_B: N_A ∩ N_B = ∅


That is, that A and B both have neighborhoods in T which are disjoint.


Then A and B are described as separated by neighborhoods.


Category:Definitions/Separated by Neighborhoods"
Definition:Separated by Closed Neighborhoods/Points,Separated,"Let T = ( S, τ) be a topological space.


Let x, y ∈ S such that:

:∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ⊆ U ⊆ N_x, y ⊆ V ⊆ N_y: N_x^- ∩ N_y^- = ∅

where N_x^- and N_y^- are the closures in T of N_x and N_y respectively.


That is, that x and y both have neighborhoods in T whose closures are disjoint.


Then x and y are described as separated by closed neighborhoods.


Thus two points are separated by closed neighborhoods x and y  if and only if  the two singleton sets { x } and { y } are separated (as sets) by closed neighborhoods."
Definition:Separated by Closed Neighborhoods/Sets,Separated,"Let T = ( S, τ) be a topological space.


Let A, B ⊆ S such that:
:∃ N_A, N_B ⊆ S: ∃ U, V ∈τ: A ⊆ U ⊆ N_A, B ⊆ V ⊆ N_B: N_A^- ∩ N_B^- = ∅
where N_A^- and N_B^- are the closures in T of N_A and N_B respectively.

That is, that A and B both have neighborhoods in T whose closures are disjoint.


Then A and B are described as separated by closed neighborhoods.


Category:Definitions/Separated by Closed Neighborhoods"
Definition:Hausdorff Space,Separated,"Let T = ( S, τ) be a topological space.


=== Definition 1 ===

Let T = ( S, τ) be a topological space.


( S, τ) is a Hausdorff space or T_2 space  if and only if :
:∀ x, y ∈ S, x  y: ∃ U, V ∈τ: x ∈ U, y ∈ V: U ∩ V = ∅ 

That is:
:for any two distinct elements x, y ∈ S there exist disjoint open sets U, V ∈τ containing x and y respectively.


That is:
:( S, τ) is a T_2 space  if and only if  every two elements in S are separated by open sets.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


( S, τ) is a Hausdorff space or T_2 space  if and only if  each point of S is the intersection of all its closed neighborhoods.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.


( S, τ) is a Hausdorff space or T_2 space  if and only if :
:∀ x, y ∈ S, x  y: ∃ N_x, N_y ⊆ S: ∃ U, V ∈τ: x ∈ U ⊆ N_x, y ∈ V ⊆ N_y: N_x ∩ N_y = ∅

That is:
:for any two distinct elements x, y ∈ S there exist disjoint neighborhoods N_x, N_y ⊆ S containing x and y respectively.


That is:
:( S, τ) is a T_2 space  if and only if  every two elements in S are separated by neighborhoods."
Definition:Polygon/Side,Side,":

The line segments which make up a polygon are known as its sides.

Thus, in the polygon above, the sides are identified as a, b, c, d and e."
Definition:Plane Surface/Side,Side,"From the definition of surface, it follows that a plane locally separates space into two sides.

Thus the sides of a plane are the parts of that space into which the plane separates it.


Category:Definitions/Surfaces"
Definition:Side of Surface,Side,"Let S be a surface.

By definition, S locally separates space into two sides.

Thus the sides of S are the parts of that space into which S separates it.


Category:Definitions/Surfaces"
Definition:Plane Number/Side,Side,"The side of a plane number is one of the (natural) numbers which are its divisors.


=== Example ===


Category:Definitions/Euclidean Number Theory"
Definition:Solid Number/Side,Side,"The side of a solid number is one of the (natural) numbers which are its divisors.


=== Example ===


Category:Definitions/Euclidean Number Theory"
Definition:Formal Language/Alphabet/Sign,Sign,"A sign of a formal language ℒ is a symbol whose primary purpose is to structure ℒ.

In building a formal language, signs form the hooks allowing the formal grammar to define the well-formed formulae of the formal language.


Common examples of signs are parentheses, ""("" and "")"", and the comma, "","".

The logical connectives are also signs.


Signs form part of the alphabet of ℒ.

Unlike the letters, they must be the same for each signature for ℒ."
Definition:Sign of Permutation,Sign,"Let n ∈ℕ be a natural number.

Let ℕ_n denote the set of natural numbers { 1, 2, …, n }.

Let ( x_1, x_2, …, x_n ) be an ordered n-tuple of real numbers.

Let π be a permutation of ℕ_n.

Let Δ_n (   )x_1, x_2, …, x_n be the product of differences of ( x_1, x_2, …, x_n ).

Let π·Δ_n (   )x_1, x_2, …, x_n be defined as:

:π·Δ_n (   )x_1, x_2, …, x_n := Δ_n (   )x_π(   )1, x_π(   )2, …, x_π(   )n


The sign of π∈ S_n is defined as:

:sgn(   )π = Δ_nπ·Δ_n    : Δ_n  0 
 0     : Δ_n = 0"
Definition:Sign (Arithmetic),Sign,"In the context of arithmetic and algebra, the term sign is used to mean one of the operators:

* Addition: +
* Subtraction: -
* Multiplication: ×
* Division: ÷

It can also be used to describe a general operator in the context of abstract algebra: ∘ and so on."
Definition:Sign of Number,Sign,"The sign of a number is the symbol indicating whether it is:
: positive, denoted by the symbol +
or:
: negative, denoted by the symbol -.


Hence a number's sign has evolved to define the fact of the number being positive or negative independently of the symbol itself.


Thus:
:the sign of 3.14159 is positive
and
:the sign of -75 is negative."
Definition:Signum Function,Sign,"Let X ⊆ℝ be a subset of the real numbers.


The signum function sgn: X →{ -1, 0, 1 } is defined as:
:∀ x ∈ X: sgn(   )x := [ x > 0 ] - [ x < 0 ]
where [ x > 0 ] etc. denotes Iverson's convention.


That is:
:∀ x ∈ X: sgn(   )x :=  -1     : x < 0 
 0     : x = 0 
 1     : x > 0


=== Graph of Signum Function ===
The graph of the signum function is illustrated below:


:

=== Natural Numbers ===
The signum function sgn: ℕ→{ 0, 1 } is the restriction of the signum function to the natural numbers, defined as:
:∀ n ∈ℕ: sgn(   )n :=  0     : n = 0 
 1     : n > 0


=== Signum Complement ===
Let sgn: ℕ→{ 0, 1 } be the signum function on the natural numbers.

The signum complement function sgn: ℕ→{ 0, 1 } is defined as:
:∀ n ∈ℕ: sgn(   )n :=  1     : n = 0 
 0     : n > 0"
Definition:Signature (Logic),Signature,"Let ℒ be a formal language.

A choice of vocabulary for ℒ is called a signature for ℒ.


=== Signature for Predicate Logic ===
Let ℒ_1 be the language of predicate logic.


Then a signature for ℒ_1 is an explicit choice of the alphabet of ℒ_1.

That is to say, it amounts to choosing, for each n ∈ℕ:

:A collection ℱ_n of n-ary function symbols
:A collection 𝒫_n of n-ary relation symbols

It is often conceptually enlightening to explicitly address the 0-ary function symbols separately, as constant symbols."
Definition:Signature of Quadratic Form,Signature,The signature of a quadratic form Q is the number of positive terms of Q minus the number of negative terms of Q.
Definition:Signature of Hermitian Matrix,Signature,The signature of a Hermitian matrix 𝐇 is the number of positive eigenvalues of 𝐇 minus the number of negative eigenvalues of 𝐇.
Definition:Sign of Permutation,Signature,"Let n ∈ℕ be a natural number.

Let ℕ_n denote the set of natural numbers { 1, 2, …, n }.

Let ( x_1, x_2, …, x_n ) be an ordered n-tuple of real numbers.

Let π be a permutation of ℕ_n.

Let Δ_n (   )x_1, x_2, …, x_n be the product of differences of ( x_1, x_2, …, x_n ).

Let π·Δ_n (   )x_1, x_2, …, x_n be defined as:

:π·Δ_n (   )x_1, x_2, …, x_n := Δ_n (   )x_π(   )1, x_π(   )2, …, x_π(   )n


The sign of π∈ S_n is defined as:

:sgn(   )π = Δ_nπ·Δ_n    : Δ_n  0 
 0     : Δ_n = 0"
Definition:Similar Figures,Similar,"Two rectilineal figures are similar  if and only if :
:They have corresponding angles, all of which are equal
:They have corresponding sides, all of which are proportional.


=== Informal Definition ===
Two geometric figures are similar if they have the same shape but not necessarily the same size.

It is intuitively understood what it means for two figures to have the same shape.


=== Euclid's Definition ===

 
: 
:Similar rectilineal figures are such as have their angles severally equal and the sides about the equal angles proportional.
 ”
 

=== Algebraic Definition ===
Two geometric figures are similar if one can be transformed into the other by means of a similarity mapping.


=== Euclid's Definition ===

 
: 
:Similar rectilineal figures are such as have their angles severally equal and the sides about the equal angles proportional.
 ”
 

=== Euclid's Definition ===

 
: 
:Similar rectilineal figures are such as have their angles severally equal and the sides about the equal angles proportional.
 ”
 "
Definition:Similar Triangles,Similar,"Similar triangles are triangles whose corresponding angles are the same, but whose corresponding sides may be of different lengths.

:

Thus ABC is similar to DEF:
:∠ ABC = ∠ EFD
:∠ BCA = ∠ EDF
:∠ CAB = ∠ DEF"
Definition:Segment of Circle/Similar,Similar," 
: 
:Similar segments of circles are those which admit equal angles, or in which the angles are equal to one another.
 ”
 


Category:Definitions/Segments of Circles"
Definition:Similar Solid Figures,Similar," 

 

Category:Definitions/Solid Geometry"
Definition:Right Circular Cone/Similar Cones,Similar,"Let h_1 and h_2 be the lengths of the axes of two right circular cones.

Let d_1 and d_2 be the lengths of the diameters of the bases of the two right circular cones.

Then the two right circular cones are similar  if and only if :

:h_1h_2 = d_1d_2


 
: 
:Similar cones and cylinders are those in which the axes and the diameters of the bases are proportional.
 ”
 


Category:Definitions/Right Circular Cones"
Definition:Cylinder/Similar Cylinders,Similar,"Let h_1 and h_2 be the heights of two cylinders.

Let d_1 and d_2 be the diameters of the bases of the two cylinders.

Then the two cylinders are similar  if and only if :

:h_1h_2 = d_1d_2


 
: 
:Similar cones and cylinders are those in which the axes and the diameters of the bases are proportional.
 ”
 


Category:Definitions/Cylinders"
