title,term,definition
Definition:Tableau Proof (Propositional Tableaux),Tableau,"Let 𝐇 be a set of WFFs of propositional logic.

Let 𝐀 be a WFF.


A tableau proof of 𝐀 from 𝐇 is a tableau confutation of 𝐇∪{𝐀}.


This definition also applies when 𝐇 = ∅.

Then a tableau proof of 𝐀 is a tableau confutation of {𝐀}.


If there exists a tableau proof of 𝐀 from 𝐇, one can write:
:𝐇⊢_PT𝐀

Specifically, the notation:
:⊢_PT𝐀
means that there exists a tableau proof of 𝐀.


=== Proof System ===
"
Definition:Tableau Confutation,Tableau,"Let 𝐇 be a set of WFFs of propositional logic.


A tableau confutation of 𝐇 is a propositional tableau T with root 𝐇 such that every branch of T is contradictory."
Definition:Tableau Proof (Formal Systems),Tableau Proof,"A tableau proof for a proof system is a technique for presenting a logical argument in the form of a formal proof in a straightforward, standard form.

On  , the proof system is usually natural deduction.


A tableau proof is a sequence of lines specifying the order of premises, assumptions, inferences and conclusion in support of an argument.


Each line of a tableau proof has a particular format. It consists of the following parts:

* Line: The line number of the proof. This is a simple numbering from 1 upwards.
* Pool: The list of all the lines containing the pool of assumptions for the formula introduced on this line.
* Formula: The propositional formula introduced on this line.
* Rule: The justification for introducing this line. This should be the rule of inference being used to derive this line.
* Depends on: The lines (if any) upon which this line directly depends. For premises and assumptions, this field will be empty.


Optionally, a comment may be added to explicitly point out possible intricacies.

If any assumptions are discharged on a certain line, for the sake of clarity it is preferred that such be mentioned explicitly in a comment.


At the end of a tableau proof, the only lines upon which the proof depends may be those which contain the premises.


=== Length ===
The length of a tableau proof is the number of lines it has.


Category:Definitions/Proof Systems"
Definition:Tableau Proof (Propositional Tableaux),Tableau Proof,"Let 𝐇 be a set of WFFs of propositional logic.

Let 𝐀 be a WFF.


A tableau proof of 𝐀 from 𝐇 is a tableau confutation of 𝐇∪{𝐀}.


This definition also applies when 𝐇 = ∅.

Then a tableau proof of 𝐀 is a tableau confutation of {𝐀}.


If there exists a tableau proof of 𝐀 from 𝐇, one can write:
:𝐇⊢_PT𝐀

Specifically, the notation:
:⊢_PT𝐀
means that there exists a tableau proof of 𝐀.


=== Proof System ===
"
Definition:Tangent Curve,Tangent,A set of curves is tangent to each other  if and only if  they have a point in common at which they have a tangent line in common.
Definition:Tangent Line,Tangent,"Let f: ℝ→ℝ be a real function.

Let the graph of f be depicted on a Cartesian plane.


:


Let A = ( x, f (   )x ) be a point on G.


The tangent to f at A is defined as:
:lim_h → 0f (   )x + h - f (   )x/h


Thus the tangent to f at x can be considered as the secant AB to G where:
:B = ( x + h, f (   )x + h)
as B gets closer and closer to A.

By taking h smaller and smaller, the secant approaches more and more closely the tangent to G at A.


Hence the tangent to f is a straight line which intersects the graph of f locally at a single point.


:


In the above diagram, the tangent is the straight line passing through A.

=== Limit of Secant ===
Let 𝒞 be a space curve.

Let 𝒞 be embedded in a Cartesian plane.

Let P be a point on 𝒞.

Let 𝒮 be a secant line to 𝒞 passing through P and another point Q also on 𝒞.


The tangent to 𝒞 at P can be considered as the limit of 𝒮 as Q approaches P.

=== Tangent to Circle ===
 
: 
:A straight line is said to touch a circle which, meeting the circle and being produced, does not cut the circle.
 ”
 

:

In the above diagram, the line is tangent to the circle at the point C.


=== Tangent Circles ===
 
: 
:Circles are said to touch one another which, meeting one another, do not cut one another.
 ”
 

:

In the above diagram, the two circles are tangent to each other at the point C.


Category:Definitions/Circles
Category:Definitions/Tangents

=== Point of Contact ===
Let f: ℝ→ℝ be a real function.

Let the graph of f be depicted on a Cartesian plane.


:


Let A = ( x, f (   )x ) be a point on G.

Let ℒ be tangent to f at A.

Then A is known as the point of contact of ℒ to f."
Definition:Tangent Function/Definition from Triangle,Tangent,":

In the above right triangle, we are concerned about the angle θ.

The tangent of ∠θ is defined as being OppositeAdjacent."
Definition:Tangent Function/Real,Tangent,"Let x ∈ℝ be a real number.

The real function tan x is defined as:

:tan x = sin xcos x

where:
: sin x is the sine of x
: cos x is the cosine of x.

The definition is valid for all x ∈ℝ such that cos x  0."
Definition:Tangent Function/Complex,Tangent,"Let z ∈ℂ be a complex number.

The complex function tan z is defined as:

:tan z = sin zcos z

where:
: sin z is the sine of z
: cos z is the cosine of z.

The definition is valid for all z ∈ℂ such that cos z  0."
Definition:Tensor Product of Abelian Groups,Tensor Product,"Let A and B be abelian groups.


=== Definition 1: by universal property ===

Their tensor product is a pair ( A ⊗ B, θ) where:
:A ⊗ B is an abelian group
:θ : A × B → A ⊗ B is a biadditive mapping such that, for every ordered pair ( C, ω) where:
:C is an abelian group
:ω : A × B → C is a biadditive mapping
there exists a unique group homomorphism g : A ⊗ B → C such that ω = g ∘θ.


=== Definition 2: construction ===

Their tensor product is the pair ( A ⊗ B, θ) where:
:A ⊗ B is the quotient of the free abelian group ℤ^( A × B ) on the cartesian product A × B by the subgroup generated by the elements of the form:
:::( a_1 + a_2, b ) - ( a_1, b ) - ( a_2, b )
:::( a, b_1 + b_2 ) - ( a, b_1 ) - ( a, b_2 )
::for a, a_1, a_2 ∈ A, b, b_1, b_2 ∈ B, where we denote ( a, b ) for its image under the canonical mapping A × B →ℤ^( A × B ).
:θ : A × B → A ⊗ B is the composition of the canonical mapping A × B →ℤ^( A × B ) with the quotient group epimorphism ℤ^( A × B ) → A ⊗ B."
Definition:Tensor Product of Modules,Tensor Product,"=== Commutative ring ===

Let R be a commutative ring with unity.

Let M and N be R-modules.


=== Definition 1 ===

Their tensor product is a pair ( M ⊗_R N, θ) where:
:M ⊗_R N is an R-module
:θ : M × N → M ⊗_R N is an R-bilinear mapping
satisfying the following universal property:
:For every pair ( P, ω) of an R-module and an R-bilinear mapping ω : M × N → P, there exists a unique R-module homomorphism f: M ⊗_R N → P with ω = f ∘θ.


=== Definition 2 ===

Their tensor product is the pair ( M ⊗_R N, θ), where:
:M ⊗_R N is the quotient of the free R-module R^( M × N ) on the direct product M × N, by the submodule generated by the set of elements of the form:
::( λ m_1 + m_2, n ) - λ( m_1, n ) - ( m_2, n )
::( m, λ n_1 + n_2 ) - λ( m, n_1 ) - ( m, n_2 )
::for m, m_1, m_2 ∈ M, n, n_1, n_2 ∈ N and λ∈ R, where we denote ( m, n ) for its image under the canonical mapping M × N → R^( M × N ).
:θ : M × N → M ⊗_R N is the composition of the canonical mapping M × N → R^( M × N ) with the quotient module homomorphism R^( M × N ) → M ⊗_R N.


=== Noncommutative ring ===

Let R be a ring.

Let M be a R-right module.

Let N be a R-left module.


First construct a left module as a direct sum of all free left modules with a basis that is a single ordered pair in M × N which is denoted R (   )m, n.

:T = ⊕_s ∈ M × N R s


That this is indeed a module is demonstrated in Tensor Product is Module.


Next for all m, m' ∈ M, n, n' ∈ N and r ∈ R we construct the following free left modules.

:L_m, m', n with a basis of ( m + m', n ), ( m, n ) and ( m', n )
:R_m, n, n' with a basis of ( m, n + n' ), ( m, n ) and ( m, n' )
:A_r, m, n with a basis of r ( m, n ) and ( m r, n )
:B_r, m, n with a basis of r ( m, n ) and ( m, r n )

Let:

:D = ⊕_r ∈ R, n, n' ∈ N, m, m' ∈ M(   )L_m, m', n⊕ R_m, n, n'⊕ A_r, m, n⊕ B_r, m, n

The tensor product M ⊗_R N is then our quotient module T / D."
Definition:Language of Predicate Logic/Formal Grammar/Term,Term,"Part of specifying the language of predicate logic ℒ_1 is the introduction of terms.


The terms of ℒ_1 are identified by the following bottom-up grammar:

 
 
 
 


Colloquially, we can think of a term as an expression signifying an object."
Definition:Logical Term,Term,"Both the subject and the predicate of a simple statement are referred to as its (logical) terms.


Note that this use of the word term is a more specialized use of the word term as used in algebra."
Definition:Term of Expression,Term,"A term is either a variable or a constant.


Let a ∘ b be an expression.

Then each of a and b are known as the terms of the expression.


The word term is usually used when the operation ∘ is addition, that is +."
Definition:Polynomial/Term,Term,"Let P = a_n x^n + a_n - 1 x^n - 1 + ⋯ + a_1 x + a_0 be a polynomial.

Each of the expressions a_i x^i, for 0 ≤ i ≤ n, is referred to as a term of P."
Definition:Fraction/Term,Term,"The terms of a fraction are referred to as the numerator and the denominator:

=== Numerator ===
Let a b be a fraction.

The term a is known as the numerator of a b.

=== Denominator ===
Let a b be a fraction.

The term b is known as the denominator of a b.

A helpful mnemonic to remember which goes on top and which goes on the bottom is ""Numerator Over Denominator"", which deserves a ""nod"" for being correct."
Definition:Term of Sequence,Term,"The elements of a sequence are known as its terms.


Let ⟨ x_n ⟩ be a sequence.

Then the kth term of ⟨ x_n ⟩ is the ordered pair ( k, x_k ).


=== Index ===
Let ⟨ x_n ⟩ be a sequence.

Let x_k be the kth term of ⟨ x_n ⟩.

Then the integer k is known as the index of x_k."
Definition:Top (Logic),Top,"Top is a constant of propositional logic interpreted to mean the canonical, undoubted tautology whose truth nobody could possibly ever question.

The symbol used is ⊤."
Definition:Top of Lattice,Top,"Let ( S, ∨, ∧, ≼) be a lattice.


=== Definition 1 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let S admit a greatest element ⊤.


Then ⊤ is called the top of S.

=== Definition 2 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let ∧ have an identity element ⊤.


Then ⊤ is called the top of S."
Definition:Order of Group Element/Finite/Also known as,Torsion,"Let G be a group.


An element of finite order of G is also known as a torsion element of G."
Definition:Torsion Subgroup,Torsion,"Let G be an abelian group.


Its torsion subgroup T (   )G is the subgroup of all torsion elements."
Definition:Torsion Group,Torsion,"Let G be a group.


Then G is a torsion group  if and only if  all its elements are torsion elements."
Definition:Torsion Element of Module,Torsion,"Let R be a commutative ring with unity.

Let M be a unitary module over R.

Let m ∈ M.


Then m is a torsion element of M  if and only if  there exists a regular element a ∈ R with a m = 0."
Definition:Torsion Submodule,Torsion,"Let R be a commutative ring with unity.

Let M be a unitary module over R.


The torsion submodule T (   )M of M is the submodule of all torsion elements of M."
Definition:Torsion Module,Torsion,"Let R be a commutative ring with unity.

Let M be a unitary module over R.


Then M is a torsion module  if and only if  every element of M is of torsion, that is, M equals its torsion submodule T (   )M."
Definition:Trace (Field Theory),Trace,"Let K be a field and L / K a finite field extension of K.

Then by Vector Space on Field Extension is Vector Space, L is naturally a vector space over K.

Let α∈ L, and θ_α be the linear operator:

:θ_α: L → L: β↦αβ


The trace Tr_L / K(   )α of α is the trace of this linear operator."
Definition:Trace (Linear Algebra)/Matrix,Trace,"Let A = [ a ]_n be a square matrix of order n.


The trace of A is:

:tr(   )A = ∑_i  = 1^n a_ii


=== Using Einstein Summation Convention ===
Let A = [ a_ij]_1 ≤ i, j ≤ n be a matrix.


The trace of A, using the Einstein summation convention, is:

:tr(   )A = a_ii"
Definition:Trace (Linear Algebra)/Linear Operator,Trace,"Let V be a vector space.

Let A: V → V be a linear operator of V.


The trace of A is the trace of the matrix of A with respect to some basis.


Category:Definitions/Linear Algebra"
Definition:Trace Sigma-Algebra,Trace,"Let X be a set, and let x3a3 be a σ-algebra on X.

Let E ⊆ X be a subset of X.


Then the trace σ-algebra (of E in x3a3), x3a3_E, is defined as:

:x3a3_E := { E ∩ S: S ∈x3a3}


It is a σ-algebra on E, as proved on Trace σ-Algebra is σ-Algebra."
