,title,term,definition,pred
354,Definition:Parabola/Vertex,Vertex,":


Let P be a parabola.

The vertex of P is the point where the axis intersects P.


In the above diagram, V is the vertex of P.",Definition:Ellipse/Vertex
355,Definition:Meet (Order Theory),Meet,"Let ( S, ≼) be an ordered set.

Let a, b ∈ S, and suppose that their infimum inf{ a, b } exists in S.


Then a ∧ b, the meet of a and b, is defined as:

:a ∧ b = inf{ a, b }


Expanding the definition of infimum, one sees that c = a ∧ b  if and only if :

:(1):    c ≼ a and c ≼ b
:(2):   ∀ s ∈ S: s ≼ a and s ≼ b  s ≼ c",Definition:Boolean Algebra/Meet
356,Definition:Boolean Algebra/Meet,Meet,"Consider the Boolean algebra ( S, ∨, ∧, )


The operation ∧ is called meet.",Definition:Set Meeting Set
357,Definition:Set Meeting Set,Meet,"Let ⟨ S_i ⟩_i ∈ I be an family of sets indexed by some  indexing set I.

The sets in ⟨ S_i ⟩ are said to meet  if and only if  their intersection is not empty.


That is,  if and only if :
:⋂_i ∈ I⟨ S_i ⟩∅


That is,  if and only if  ⟨ S_i ⟩_i ∈ I is not disjoint.",Definition:Set Meeting Set
358,Definition:Realization of Stochastic Process,Realization,"Let S be a stochastic process.

Let T be a time series of observations of S which has been acquired as S evolves, according to the underlying probability distribution of S.


Then T is referred to as a realization of S.


Thus we can regard the observation z_t at some timestamp t, for example t = 25, as the realization of a random variable with probability mass function p (   )z_t.

Similarly the observations z_t_1 and z_t_2 at times t_1 and t_2 can be regarded as the realizations of two random variables with joint probability mass function p (   )z_t_1 and p (   )z_t_2.


Similarly, the observations making an equispaced time series can be described by an N-dimensional random variable ( z_1, z_2, …, z_N ) with associated probability mass function p (   )z_1, z_2, …, z_N.",Definition:Type
359,Definition:Type,Realization,"Let ℳ be an ℒ-structure.

Let A be a subset of the universe of ℳ.

Let ℒ_A be the language consisting of ℒ along with constant symbols for each element of A.

Viewing ℳ as an ℒ_A-structure by interpreting each new constant as the element for which it is named, let Th_A (   )ℳ be the set of ℒ_A-sentences satisfied by ℳ.


An n-type over A is a set p of ℒ_A-formulas in n free variables such that p ∪Th_A (   )ℳ is satisfiable by some ℒ_A-structure.

 


=== Complete Type ===

We say that an n-type p is complete (over A)  if and only if :
:for every ℒ_A-formula ϕ in n free variables, either ϕ∈ p or ϕ∉ p.


The set of complete n-types over A is often denoted by S_n^ℳ(   )A.


Given an n-tuple b̅ of elements from ℳ, the type of b̅ over A is the complete n-type consisting of those ℒ_A-formulas ϕ(   )x_1, …, x_n such that ℳϕ(   )b̅.

It is often denoted by tp^ℳ(   )b̅ / A.


=== Realization ===

Given an ℒ_A-structure 𝒩, a type p is realized by an element b̅ of 𝒩  if and only if :
:∀ϕ∈ p: 𝒩ϕ(   )b̅.

Such an element b̅ of 𝒩 is a realization of p.


=== Omission ===

We say that 𝒩 omits p  if and only if  p is not realized in 𝒩.

Then p is an omission from 𝒩.",Definition:Realization of Stochastic Process
360,Definition:Metrizable Topology,Metrizable,"Let T = ( S, τ) be a topological space.

=== Definition 1 ===
Let T = ( S, τ) be a topological space.


T is said to be metrizable  if and only if  there exists a metric d on S such that:
:τ is the topology induced by d on S.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


T is said to be metrizable  if and only if  there exists a metric space M = ( A, d ) such that:
:T is homeomorphic to the topological space ( A, τ_d ) 
where τ_d is the topology induced by d on A.",Definition:Metrizable Uniformity
361,Definition:Metrizable Uniformity,Metrizable,"Let M = ( A, d ) be a metric space.

Let 𝒰 be the uniformity on X defined as:
:𝒰 := { u_ϵ: ϵ∈ℝ_>0}
where:
:ℝ_>0 is the set of strictly positive real numbers
:u_ϵ is defined as:
::u_ϵ := {( x, y ): d (   )x, y < ϵ}


Then 𝒰 is defined as metrizable.",Definition:Metrizable Uniformity
362,Definition:Compound Statement/Substatement,Component,A substatement of a compound statement is one of the statements that comprise it.,Definition:Electrical Component
363,Definition:Set Partition/Component,Component,"Let S be a set.

Let 𝕊 = { S_1 | S_2 |⋯} be a partition of S.


The elements S_1, S_2, …∈𝕊 are known as the components of the partition.


Category:Definitions/Set Partitions",Definition:Vector Quantity/Component
364,Definition:Component (Topology),Component,"Let T = (S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


From Connectedness of Points is Equivalence Relation, ∼ is an equivalence relation.

From the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

These equivalence classes are called the (connected) components of T.


If x ∈ S, then the component of T containing x (that is, the set of points y ∈ S with x ∼ y) is denoted by Comp_x (   )T.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


The component of T containing x is defined as:

:Comp_x (   )T = ⋃{ A ⊆ S: x ∈ A  A . is connected .  }

=== Definition 3 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


The component of T containing x is defined as:
: the maximal connected set of T that contains x.",Definition:Electrical Component
365,Definition:Path Component,Component,"Let T be a topological space.


=== Equivalence Class ===
Let T be a topological space.


Let ∼ be the equivalence relation on T defined as:

:x ∼ y  x and y are path-connected.

The equivalence classes of ∼ are called the path components of T.

If x ∈ T, then the path component of T containing x (that is, the set of points y ∈ T with x ∼ y) can be denoted by PC_x (   )T.


From Path-Connectedness is Equivalence Relation, ∼ is an equivalence relation. 

From the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

=== Union of Path-Connected Sets ===
Let T be a topological space.


The path component of T containing x is defined as:

:PC_x (   )T = ⋃{ A ⊆ S: x ∈ A  A . is path-connected .  }

Category:Definitions/Path-Connected Spaces

=== Maximal Path-Connected Set ===
Let T be a topological space.


The path component of T containing x is defined as:
:the maximal path-connected set of T that contains x.",Definition:Compound Statement/Substatement
366,Definition:Arc Component,Component,"Let T be a topological space.

Let us define the relation ∼ on T as follows:

:x ∼ y  x and y are arc-connected.


We have that ∼ is an equivalence relation, so from the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

These equivalence classes are called the arc components of T.


If x ∈ T, then the arc component of T containing x (that is, the set of points y ∈ T with x ∼ y) can be denoted by AC_x (   )T.",Definition:Compound Statement/Substatement
367,Definition:Irreducible Component,Component,"Let T = ( S, τ) be a topological space.


A subset Y ⊆ S is an irreducible component of T  if and only if :
:Y is irreducible
:Y is not a proper subset of an irreducible subset of S.

That is,  if and only if :
:Y is maximal in the ordered set of irreducible subsets of S, ordered by the subset relation.",Definition:Arc Component
368,Definition:Component of Graph,Component,"Let G be a graph.

Let H be a subgraph of G such that:

:H is connected

:H is not contained in any connected subgraph of G which has more vertices or edges than H has.


Then H is a component of G.",Definition:Compound Statement/Substatement
369,Definition:Vector Quantity/Component,Component,"Let 𝐚 be a vector quantity embedded in an n-dimensional Cartesian coordinate system C_n.


Let 𝐚 be represented with its initial point at the origin of C_n.

Let 𝐞_1, 𝐞_2, …, 𝐞_n be the unit vectors in the positive direction of the coordinate axes of C_n.

Then:
:𝐚 = a_1 𝐞_1 + a_2 𝐞_2 + ⋯ + a_3 𝐞_n

where:
:a_1 𝐞_1, a_2 𝐞_2, …, a_3 𝐞_n are the component vectors of 𝐚 in the directions of 𝐞_1, 𝐞_2, …, 𝐞_n 
:a_1, a_2, …, a_3 are the components of 𝐚 in the directions of 𝐞_1, 𝐞_2, …, 𝐞_n.


The number of components in 𝐚 is determined by the number of dimensions in the Cartesian coordinate system of its frame of reference.


A vector quantity with n components can be referred to as an n-vector.


It is usually more convenient to write 𝐚 as the ordered tuple ( a_1, a_2, …, a_n ) instead of 𝐚 = a_1 𝐞_1 + a_2 𝐞_2 + ⋯ + a_3 𝐞_n.


There are two special cases:


=== Cartesian Plane ===
Let 𝐚 be a vector quantity embedded in a Cartesian plane P.


Let 𝐚 be represented with its initial point at the origin of P.

Let 𝐢 and 𝐣 be the unit vectors in the positive direction of the x-axis and y-axis.

Then:
:𝐚 = x 𝐢 + y 𝐣

where:
:x 𝐢 and y 𝐣 are the component vectors of 𝐚 in the 𝐢 and 𝐣 directions
:x and y are the components of 𝐚 in the 𝐢 and 𝐣 directions.


It is usually more convenient to write 𝐚 as the ordered pair ( x, y ) instead of 𝐚 = x 𝐢 + y 𝐣.

=== Cartesian 3-Space ===
Let 𝐚 be a vector quantity embedded in Cartesian 3-space S.

Let 𝐢, 𝐣 and 𝐤 be the unit vectors in the positive directions of the x-axis, y-axis and z-axis respectively.

Then:
:𝐚 = x 𝐢 + y 𝐣 + z 𝐤

where:
:x 𝐢, y 𝐣 and z 𝐤 are the component vectors of 𝐚 in the 𝐢, 𝐣, 𝐤 directions
:x, y and z are the components of 𝐚 in the 𝐢, 𝐣 and 𝐤 directions.

It is usual to arrange that the coordinate axes form a right-handed Cartesian 3-space.


It is usually more convenient to write 𝐚 as the ordered tuple ( x, y, z ) instead of 𝐚 = x 𝐢 + y 𝐣 + z 𝐤.


=== x Component ===
Let:
:𝐚 = x 𝐢 + y 𝐣 + z 𝐤 be a vector quantity embedded in Cartesian 3-space S

where 𝐢, 𝐣 and 𝐤 be the unit vectors in the positive directions of the x-axis, y-axis and z-axis respectively.


The value x is known as the x component of 𝐚.

=== y Component ===
Let:
:𝐚 = x 𝐢 + y 𝐣 + z 𝐤 be a vector quantity embedded in Cartesian 3-space S

where 𝐢, 𝐣 and 𝐤 be the unit vectors in the positive directions of the x-axis, y-axis and z-axis respectively.


The value y is known as the y component of 𝐚.

=== z Component ===
Let:
:𝐚 = x 𝐢 + y 𝐣 + z 𝐤 be a vector quantity embedded in Cartesian 3-space S

where 𝐢, 𝐣 and 𝐤 be the unit vectors in the positive directions of the x-axis, y-axis and z-axis respectively.


The value z is known as the z component of 𝐚.",Definition:Compound Statement/Substatement
370,Definition:Electrical Component,Component,An electrical component is a device whose purpose is to control electricity in a specific manner.,Definition:Arc Component
371,Definition:Positive Definite (Ring),Positive Definite,"Let ( R, +, ×) be a ring whose zero is denoted 0_R.

Let f: R →ℝ be a (real-valued) function on R.


Then f is positive definite  if and only if :

:∀ x ∈ R:  f (   )x = 0     : x = 0_R 
 f (   )x > 0     : x  0_R

Category:Definitions/Ring Theory",Definition:Positive Definite Matrix
372,Definition:Positive Definite Matrix,Positive Definite,"Let 𝐀 be a symmetric square matrix of order n.

=== Definition 1 ===
Let 𝐀 be a symmetric square matrix of order n.

𝐀 is positive definite  if and only if :
:for all nonzero column matrices 𝐱 of order n, 𝐱^⊺𝐀𝐱 is strictly positive.

=== Definition 2 ===
Let 𝐀 be a symmetric square matrix of order n.

𝐀 is positive definite  if and only if :
:all the eigenvalues of 𝐀 are strictly positive.",Definition:Positive Definite (Ring)
373,Definition:Characteristic Function (Set Theory)/Set,Characteristic Function,"Let E ⊆ S.

The characteristic function of E is the function χ_E: S →{ 0, 1 } defined as:
:χ_E (   )x =  1     : x ∈ E  
  0     : x ∉ E

That is:
:χ_E (   )x =  1     : x ∈ E  
 0     : x ∈∁_S(   )E
where ∁_S(   )E denotes the complement of E relative to S.


=== Support ===
Let S be a set

Let E ⊆ S be a subset.

Let χ_E: S →{ 0, 1 } be the characteristic function of E.


The support of χ_E, denoted supp(   )χ_E, is the set E.

That is:

:supp(   )χ_E = { x ∈ S: χ_E (   )x = 1 }",Definition:Characteristic Function (Set Theory)/Relation
